t0,u_at_t0,x_X_t0,x_Y_t0,dx_t0,future_rmse,future_peak_X,future_peak_Y,theta2,existence_divergence,parent_state_insufficient
4200,"[0.0, 0.0]",2.410497200679754,0.0,2.410497200679754,0.604588333507014,2.9018414459903688,2.5465681411976906,2.620888259792134,True,True
