k,t_phys,u_C,col_C,sup_C,epoch_C,energy_C
2461,2.461,0.0,5.017497530489341e-05,0,1,
2462,2.462,0.0,4.77279128836113e-05,0,1,
2463,2.463,0.0,4.540019510489779e-05,0,1,
2464,2.464,0.0,4.318600146185206e-05,0,1,
2465,2.465,0.0,1.000041079795317,0,1,
2466,2.466,0.0,0.951268500810772,0,1,
2467,2.467,0.0,0.9048745885718876,0,1,
2468,2.468,0.0,0.860743334132557,0,1,
2469,2.469,0.0,0.818764386369738,0,1,
2470,2.47,0.0,0.7788327760481661,0,1,
2471,2.471,0.0,0.7408486533425905,0,1,
2472,2.472,0.0,0.7047170381612013,0,1,
2473,2.473,0.0,0.6703475826459273,0,1,
2474,2.474,0.0,0.6376543452557303,0,1,
2475,2.475,0.0,0.6065555758679879,0,1,
2476,2.476,0.0,0.5769735113606054,0,1,
2477,2.477,0.0,0.5488341811637049,0,1,
2478,2.478,0.0,0.5220672222946716,0,1,
2479,2.479,0.0,0.4966057034140468,0,1,
2480,2.48,0.0,0.472385957462316,0,1,
2481,2.481,0.0,0.4493474224590976,0,1,
2482,2.482,0.0,0.42743249006664663,0,1,
2483,2.483,0.0,0.40658636153900346,0,1,
2484,2.484,0.0,0.3867569106965855,0,1,
2485,2.485,0.0,0.3678945535835871,0,1,
2486,2.486,0.0,0.34995212448226265,0,1,
2487,2.487,0.0,0.3328847579740649,0,1,
2488,2.488,0.0,0.31664977675272926,0,1,
2489,2.489,0.0,0.3012065849087782,0,1,
2490,2.49,0.0,0.28651656641860257,0,1,
2491,2.491,0.0,0.27254298858428794,0,1,
2492,2.492,0.0,0.2592509101827369,0,1,
2493,2.493,0.0,0.24660709409441112,0,1,
2494,2.494,0.0,0.23457992419322013,0,1,
2495,2.495,0.0,0.2231393262897379,0,1,
2496,2.496,0.0,0.21225669293006444,0,1,
2497,2.497,0.0,0.20190481186228998,0,1,
2498,2.498,0.0,0.19205779799169104,0,1,
2499,2.499,0.0,0.18269102865451065,0,1,
2500,2.5,0.0,0.17378108204847362,0,1,3.6140170636899445
2501,2.501,0.0,0.16530567866608092,0,1,
2502,2.5020000000000002,0.0,0.15724362558423613,0,1,
2503,2.503,0.0,0.14957476347089868,0,1,
2504,2.504,0.0,0.14227991617625338,0,1,
2505,2.505,0.0,0.13534084278234734,0,1,
2506,2.5060000000000002,0.0,0.12874019199129388,0,1,
2507,2.507,0.0,0.12246145873798991,0,1,
2508,2.508,0.0,0.11648894291885609,0,1,
2509,2.509,0.0,0.1108077101334,0,1,
2510,2.5100000000000002,0.0,0.10540355434043602,0,1,
2511,2.511,0.0,0.1002629623355827,0,1,
2512,2.512,0.0,0.0953730799612131,0,1,
2513,2.513,0.0,0.09072167996436531,0,1,
2514,2.5140000000000002,0.0,0.08629713142224117,0,1,
2515,2.515,0.0,0.08208837065884095,0,1,
2516,2.516,0.0,0.07808487358001057,0,1,
2517,2.517,0.0,0.07427662935772446,0,1,
2518,2.5180000000000002,0.0,0.07065411539780107,0,1,
2519,2.519,0.0,0.06720827352845735,0,1,
2520,2.52,0.0,0.06393048735016105,0,1,
2521,2.521,0.0,0.06081256069014387,0,1,
2522,2.5220000000000002,0.0,0.057846697107700296,0,1,
2523,2.523,0.0,0.05502548039902487,0,1,
2524,2.524,0.0,0.052341856052839746,0,1,
2525,2.525,0.0,0.049789113610441964,0,1,
2526,2.5260000000000002,0.0,0.04736086988606138,0,1,
2527,2.527,0.0,0.04505105300557136,0,1,
2528,2.528,0.0,0.04285388722364081,0,1,
2529,2.529,0.0,0.04076387848136235,0,1,
2530,2.5300000000000002,0.0,0.03877580066824335,0,1,
2531,2.531,0.0,0.03688468255420752,0,1,
2532,2.532,0.0,0.03508579535893035,0,1,
2533,2.533,0.0,0.033374640927425134,0,1,
2534,2.5340000000000003,0.0,0.03174694048231259,0,1,
2535,2.535,0.0,0.030198623924648622,0,1,
2536,2.536,0.0,0.028725819656557003,0,1,
2537,2.537,0.0,0.027324844900218016,0,1,
2538,2.5380000000000003,0.0,0.025992196489005654,0,1,
2539,2.539,0.0,0.024724542107746328,0,1,
2540,2.54,0.0,0.02351871196019521,0,1,
2541,2.541,0.0,0.02237169084289455,0,1,
2542,2.5420000000000003,0.0,0.021280610605594476,0,1,
2543,2.543,0.0,0.020242742979383423,0,1,
2544,2.544,0.0,0.01925549275459476,0,1,
2545,2.545,0.0,0.018316391291430843,0,1,
2546,2.5460000000000003,0.0,0.01742309034707765,0,1,
2547,2.547,0.0,0.01657335620387462,0,1,
2548,2.548,0.0,0.015765064083856993,0,1,
2549,2.549,0.0,0.014996192835704164,0,1,
2550,2.5500000000000003,0.0,0.014264819880808603,0,1,
2551,2.551,0.0,0.013569116405827912,0,1,
2552,2.552,0.0,0.012907342789698881,0,1,
2553,2.553,0.0,0.012277844253678708,0,1,
2554,2.5540000000000003,0.0,0.011679046723536196,0,1,
2555,2.555,0.0,0.011109452893546286,0,1,
2556,2.556,0.0,0.010567638482445825,0,1,
2557,2.557,0.0,0.010052248671988541,0,1,
2558,2.5580000000000003,0.0,0.009561994719193726,0,1,
2559,2.559,0.0,0.009095650733817514,0,1,
2560,2.56,0.0,0.00865205061298873,0,1,
2561,2.561,0.0,0.00823008512534432,0,1,
2562,2.562,0.0,0.007828699137373165,0,1,
2563,2.563,0.0,0.007446888975032711,0,1,
2564,2.564,0.0,0.007083699914041078,0,1,
2565,2.565,0.0,0.006738223792569052,0,1,
2566,2.566,0.0,0.006409596740362478,0,1,
2567,2.567,0.0,0.006096997018616652,0,1,
2568,2.568,0.0,0.005799642965201288,0,1,
2569,2.569,0.0,0.005516791040098035,0,1,
2570,2.57,0.0,0.00524773396616315,0,1,
2571,2.571,0.0,0.0049917989605662225,0,1,
2572,2.572,0.0,0.004748346052482671,0,1,
2573,2.573,0.0,0.004516766482833328,0,1,
2574,2.574,0.0,0.004296481182069661,0,1,
2575,2.575,0.0,0.004086939322198271,0,1,
2576,2.576,0.0,0.0038876169394239995,0,1,
2577,2.577,0.0,0.003698015623967518,0,1,
2578,2.578,0.0,0.003517661273781271,0,1,
2579,2.579,0.0,0.0033461029090474073,0,1,
2580,2.58,0.0,0.0031829115444933303,0,1,
2581,2.581,0.0,0.0030276791167050694,0,1,
2582,2.582,0.0,0.002880017463756193,0,1,
2583,2.583,0.0,0.0027395573546008093,0,1,
2584,2.584,0.0,0.0026059475658036266,0,1,
2585,2.585,0.0,0.00247885400329842,0,1,
2586,2.586,0.0,0.002357958866978847,0,1,
2587,2.587,0.0,0.002242959856032644,0,1,
2588,2.588,0.0,0.0021335694130321364,0,1,
2589,2.589,0.0,0.002029514004890885,0,1,
2590,2.59,0.0,0.001930533438888496,0,1,
2591,2.591,0.0,0.0018363802120532884,0,1,
2592,2.592,0.0,0.0017468188922759487,0,1,
2593,2.593,0.0,0.0016616255296066254,0,1,
2594,2.594,0.0,0.0015805870962634044,0,1,
2595,2.595,0.0,0.0015035009539518928,0,1,
2596,2.596,0.0,0.0014301743471639334,0,1,
