comparison,E_state_rel
A_S0_vs_ref,0.11508707000004796
A_S1_vs_ref,0.10473824876017492
A_S1_dtB0.1_vs_ref,0.10857321857026395
B0_vs_B1ref,0.24819588877512927
B1_S1_vs_B1ref,0.0
