t,A_T0,A_T1,A_T2,B_T0,B_T1,B_T2,C_T0,C_T1,C_T2,A_u0,A_u1,A_u2,B_u0,B_u1,B_u2,C_u0,C_u1,C_u2
22,14.875329127190323,5.119427643742048,1.6777427837426186,14.875329127190323,5.119427643742048,1.6777427837426186,89.25197476314193,30.71656586245229,10.066456702455708,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
23,15.310788406755172,5.4080306086802015,1.840600975956773,15.310788406755172,5.4080306086802015,1.840600975956773,91.86473044053103,32.44818365208121,11.043605855740633,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
24,15.736769630817362,5.696244472708082,2.0089027904512986,15.736769630817362,5.696244472708082,2.0089027904512986,94.42061778490418,34.17746683624849,12.053416742707785,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
25,16.153772252538037,5.98390917693058,2.182330895428686,16.153772252538037,5.98390917693058,2.182330895428686,90.95255864007214,35.903455061583486,13.093985372572112,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
26,16.562260422909002,6.270890447460942,2.360577366215396,16.562260422909002,6.270890447460942,2.360577366215396,87.76020360992766,37.3283277346409,14.163464197292372,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
27,16.962666205948228,6.557075812882321,2.5433444531535985,16.962666205948228,6.557075812882321,2.5433444531535985,84.81348047611837,38.49870280068947,15.245290039827543,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
28,17.355392419767753,6.842371236000959,2.7303451093261737,17.355392419767753,6.842371236000959,2.7303451093261737,82.08628238959838,39.454007013276815,16.32612563258411,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
29,17.74081515455443,7.126698265142874,2.9213033218226396,17.74081515455443,7.126698265142874,2.9213033218226396,79.55589304739397,40.22758510360311,17.39532527084258,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.00029545143720480227,0.0
30,18.11928601099628,7.409991624859843,3.1159542831474347,18.11928601099628,7.409991624859843,3.1159542831474347,77.20249851599513,40.84763787226265,18.44448489719252,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.001148217145544611,0.0
31,18.491134096317683,7.692197178270338,3.3140444333817474,18.491134096317683,7.692197178270338,3.3140444333817474,75.00877244727846,41.338015590263325,19.467063484160388,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0018226392644054568,0.0
32,18.856667809680495,7.973270203714515,3.515331398662673,18.856667809680495,7.973270203714515,3.515331398662673,72.95952347113668,41.7188890263334,20.45806461384566,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.002346458884145683,0.0
33,19.216176444118123,8.253173937243524,3.7195838472924208,19.216176444118123,8.253173937243524,3.7195838472924208,71.0413952732086,42.0073169753627,21.413768871324145,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.002743137161690827,0.0
34,19.56993162827063,8.531878339940873,3.926581281211768,19.56993162827063,8.531878339940873,3.926581281211768,69.24261132469188,42.21772625158054,22.33150912123398,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.003032515460675081,0.0
35,19.91818862787543,8.80935905539777,4.136113777561341,19.91818862787543,8.80935905539777,4.136113777561341,67.55275746513227,42.36231764785632,23.209481965264526,0.0,0.0,0.0,0.0,0.0,0.0,0.03787607544564531,0.003231373671939132,0.0
36,20.261187524150507,9.085596528013063,4.347981692523096,20.261187524150507,9.085596528013063,4.347981692523096,65.96259658295615,42.451409280063245,24.04658971684099,0.0,0.0,0.0,0.0,0.0,0.0,0.035689108884727094,0.0033539024189848596,0.0
37,20.599154283810016,9.360575257312167,4.561995337507845,20.599154283810016,9.360575257312167,4.561995337507845,64.4639105216432,42.493726974194935,24.842308107418003,0.0,0.0,0.0,0.0,0.0,0.0,0.03362794869763941,0.003412102430718593,0.0
38,20.932301733411126,9.63428316730535,4.777974635969575,20.932301733411126,9.63428316730535,4.777974635969575,63.0493650866022,42.49664986432889,25.59657568122547,0.0,0.0,0.0,0.0,0.0,0.0,0.031682508082158625,0.003416122315156603,0.0
39,21.260830448992078,9.906711073141668,4.99574876763029,21.260830448992078,9.906711073141668,4.99574876763029,61.712394659971835,42.46641810968852,26.309701462992777,0.0,0.0,0.0,0.0,0.0,0.0,0.029843757268482582,0.0033745442350909607,0.0
