t,E_field,E_source_remaining,E_injected_cum,E_leaked_cum,conservation_residual
28,0.0,393.46399021749124,0.0,0.0,0.0
29,0.0,393.46399021749124,0.0,0.0,0.0
30,0.0,393.46399021749124,0.0,0.0,0.0
31,0.0,393.46399021749124,0.0,0.0,0.0
32,0.0,393.46399021749124,0.0,0.0,0.0
33,0.0,393.46399021749124,0.0,0.0,0.0
34,0.0,393.46399021749124,0.0,0.0,0.0
35,0.0,393.46399021749124,0.0,0.0,0.0
36,0.0,393.46399021749124,0.0,0.0,0.0
37,0.0,393.46399021749124,0.0,0.0,0.0
38,0.0,393.46399021749124,0.0,0.0,0.0
39,0.0,393.46399021749124,0.0,0.0,0.0
40,0.0,393.46399021749124,0.0,0.0,0.0
41,0.0,393.46399021749124,0.0,0.0,0.0
42,0.0,393.46399021749124,0.0,0.0,0.0
43,0.0,393.46399021749124,0.0,0.0,0.0
44,0.0,393.46399021749124,0.0,0.0,0.0
45,0.0,393.46399021749124,0.0,0.0,0.0
46,0.0,393.46399021749124,0.0,0.0,0.0
47,0.0,393.46399021749124,0.0,0.0,0.0
48,0.0,393.46399021749124,0.0,0.0,0.0
49,0.0,393.46399021749124,0.0,0.0,0.0
50,0.0,393.46399021749124,0.0,0.0,0.0
51,0.0,393.46399021749124,0.0,0.0,0.0
52,0.0,393.46399021749124,0.0,0.0,0.0
53,0.0,393.46399021749124,0.0,0.0,0.0
54,0.0,393.46399021749124,0.0,0.0,0.0
55,0.0,393.46399021749124,0.0,0.0,0.0
56,0.0,393.46399021749124,0.0,0.0,0.0
57,0.0,393.46399021749124,0.0,0.0,0.0
58,0.0,393.46399021749124,0.0,0.0,0.0
59,0.0,393.46399021749124,0.0,0.0,0.0
60,0.0,393.46399021749124,0.0,0.0,0.0
61,0.0,393.46399021749124,0.0,0.0,0.0
62,0.0,393.46399021749124,0.0,0.0,0.0
63,0.0,393.46399021749124,0.0,0.0,0.0
64,0.0,393.46399021749124,0.0,0.0,0.0
65,0.0,393.46399021749124,0.0,0.0,0.0
66,0.0,393.46399021749124,0.0,0.0,0.0
67,0.0,393.46399021749124,0.0,0.0,0.0
68,0.0,393.46399021749124,0.0,0.0,0.0
69,0.0,393.46399021749124,0.0,0.0,0.0
70,0.0,393.46399021749124,0.0,0.0,0.0
71,0.0,393.46399021749124,0.0,0.0,0.0
72,0.0,393.46399021749124,0.0,0.0,0.0
73,0.0,393.46399021749124,0.0,0.0,0.0
74,0.0,393.46399021749124,0.0,0.0,0.0
75,0.0,393.46399021749124,0.0,0.0,0.0
76,0.0,393.46399021749124,0.0,0.0,0.0
77,0.0,393.46399021749124,0.0,0.0,0.0
78,0.0,393.46399021749124,0.0,0.0,0.0
79,0.0,393.46399021749124,0.0,0.0,0.0
80,0.0,393.46399021749124,0.0,0.0,0.0
81,0.0,393.46399021749124,0.0,0.0,0.0
82,0.0,393.46399021749124,0.0,0.0,0.0
83,0.0,393.46399021749124,0.0,0.0,0.0
84,0.0,393.46399021749124,0.0,0.0,0.0
85,0.0,393.46399021749124,0.0,0.0,0.0
86,0.0,393.46399021749124,0.0,0.0,0.0
87,0.0,393.46399021749124,0.0,0.0,0.0
88,0.0,393.46399021749124,0.0,0.0,0.0
89,0.0,393.46399021749124,0.0,0.0,0.0
90,0.0,393.46399021749124,0.0,0.0,0.0
91,0.0,393.46399021749124,0.0,0.0,0.0
92,0.0,393.46399021749124,0.0,0.0,0.0
93,0.0,393.46399021749124,0.0,0.0,0.0
94,0.0,393.46399021749124,0.0,0.0,0.0
95,0.0,393.46399021749124,0.0,0.0,0.0
96,0.0,393.46399021749124,0.0,0.0,0.0
97,0.0,393.46399021749124,0.0,0.0,0.0
98,0.0,393.46399021749124,0.0,0.0,0.0
99,0.0,393.46399021749124,0.0,0.0,0.0
100,0.0,393.46399021749124,0.0,0.0,0.0
101,0.0,393.46399021749124,0.0,0.0,0.0
102,0.0,393.46399021749124,0.0,0.0,0.0
103,0.0,393.46399021749124,0.0,0.0,0.0
104,0.0,393.46399021749124,0.0,0.0,0.0
105,0.0,393.46399021749124,0.0,0.0,0.0
106,0.0,393.46399021749124,0.0,0.0,0.0
107,4.780655374601111,388.6790884786391,4.78490173885217,0.004246364251058843,0.0
108,9.557068153389961,383.8941867397869,9.56980347770434,0.012735324314378474,5.967448757360216e-16
109,14.329242101461041,379.10928500093473,14.35470521655651,0.025463115095467694,1.6965595595053173e-15
110,19.09718098056751,374.32438326208256,19.13960695540868,0.042425974841166475,2.8033131371785203e-15
111,23.860888549124162,369.5394815232304,23.92450869426085,0.0636201451366871,1.582067810090848e-15
112,28.620368562210366,364.7545797843782,28.70941043311302,0.0890418709026521,2.706168622523819e-15
113,33.37562477157306,359.96967804552605,33.49431217196519,0.11868740039212651,6.702971511174383e-15
114,38.126660925629686,355.1847763066739,38.27921391081736,0.1525529851876717,3.747002708109903e-15
115,42.87348076947115,350.3998745678217,43.06411564966953,0.19063488019838007,9.71445146547012e-16
116,47.61608804486477,345.61497282896954,47.8490173885217,0.23292934365692813,6.2727600891321345e-15
117,52.35448649025724,340.83007109011737,52.63391912737387,0.27943263711662875,6.161737786669619e-15
118,57.08867984077756,336.0451693512652,57.41882086622604,0.3301410254484751,8.43769498715119e-15
119,61.81867182823999,331.26026761241303,62.20372260507821,0.3850507768382136,6.494804694057166e-15
120,66.544466181147,326.47536587356086,66.98862434393038,0.4441581627833816,3.3306690738754696e-16
121,71.26606662469216,321.6904641347087,71.77352608278255,0.507459458090389,5.88418203051333e-15
122,75.98347688076316,316.9055623958565,76.55842782163472,0.5749509408715618,2.220446049250313e-15
123,80.69670066794467,312.12066065700435,81.3433295604869,0.6466288925422247,1.1102230246251565e-16
124,85.40574170152131,307.3357589181522,86.12823129933906,0.7224895978177518,3.885780586188048e-15
125,90.11060369348056,302.5508571793,90.91313303819123,0.8025293447106677,9.880984919163893e-15
126,94.81129035251571,297.76595544044784,95.6980347770434,0.886744424527689,2.4424906541753444e-15
127,99.50780538402874,292.98105370159567,100.48293651589557,0.975131131866809,2.2426505097428162e-14
128,104.20015249013333,288.1961519627435,105.26783825474774,1.0676857646143956,1.4432899320127035e-14
129,108.88833536965764,283.41125022389133,110.05273999359991,1.1644046239422567,1.8207657603852567e-14
130,113.57235771814734,278.62634848503916,114.83764173245208,1.2652840143047175,2.2426505097428162e-14
131,118.2522232278685,273.841446746187,119.62254347130425,1.3703202434357329,2.353672812205332e-14
132,122.92793558781045,269.0565450073348,124.40744521015642,1.4795096223459618,1.0436096431476471e-14
133,127.59949848368873,264.27164326848265,129.1923469490086,1.5928484653198445,1.6431300764452317e-14
134,132.266915597948,259.4867415296305,133.97724868786077,1.710333089912722,2.930988785010413e-14
135,136.930190609765,254.7018397907783,138.76215042671294,1.831959816947918,2.531308496145357e-14
136,141.58932719505123,249.91693805192614,143.5470521655651,1.9577249705138577,2.19824158875781e-14
137,146.2443290264561,245.13203631307397,148.33195390441728,2.087624877961136,2.531308496145357e-14
138,150.89519977336977,240.3471345742218,153.11685564326945,2.221655869899656,2.1760371282653068e-14
139,155.54194310192588,235.56223283536963,157.90175738212162,2.3598142801957205,1.4654943925052066e-14
140,160.18456267500463,230.77733109651746,162.6866591209738,2.502096445969145,1.3322676295501878e-14
141,164.82306215223556,225.9924293576653,167.47156085982596,2.6484987075903743,1.7319479184152442e-14
142,169.45744519000053,221.20752761881312,172.25646259867813,2.7990174086775808,1.865174681370263e-14
143,174.08771544143647,216.42262587996095,177.0413643375303,2.9536488960938234,8.881784197001252e-16
144,178.71387655643835,211.63772414110878,181.82626607638247,3.1123895199440974,1.9095836023552692e-14
145,183.3359321816621,206.8528224022566,186.61116781523464,3.2752356335725423,7.105427357601002e-15
146,187.9538859605273,202.06792066340444,191.3960695540868,3.4421835935594958,2.398081733190338e-14
