twin,d_boundary_t0,d_x_t0,d_future_max,gates,pass
T1_field,2.1589234866751753e-17,3.72081270739176,2.3279581567219787,"[True, True, True]",True
T2_source,0.0,0.30151134457776363,1.4397872729949521,"[True, True, True]",True
