t,A_T0,A_T1,A_T2,B_T0,B_T1,B_T2,C_T0,C_T1,C_T2,A_u0,A_u1,A_u2,B_u0,B_u1,B_u2,C_u0,C_u1,C_u2
24,9.827612634445446,3.5573046732061977,1.254559792636836,9.827612634445446,3.5573046732061977,1.254559792636836,58.96567580667267,21.34382803923718,7.527358755821017,0.0,0.0,0.0,0.0,0.0,0.0,0.02606616322014428,0.0,0.0
25,10.088030771710008,3.736951280993148,1.3628656441952145,10.088030771710008,3.736951280993148,1.3628656441952145,56.79987287072506,22.421707685958882,8.177193865171287,0.0,0.0,0.0,0.0,0.0,0.0,0.02308750951815282,0.0,0.0
26,10.343131634106674,3.916171084439359,1.474180565201515,10.343131634106674,3.916171084439359,1.474180565201515,54.80624715439983,23.31154067028324,8.845083391209089,0.0,0.0,0.0,0.0,0.0,0.0,0.02034565312773319,0.0,0.0
27,10.59318504561467,4.094893845145011,1.5883186109944227,10.59318504561467,4.094893845145011,1.5883186109944227,52.96601855733592,24.042439899030573,9.520683629872304,0.0,0.0,0.0,0.0,0.0,0.0,0.017814765560736398,0.0,0.0
28,10.838442566144966,4.273060836882601,1.7051005207741958,10.838442566144966,4.273060836882601,1.7051005207741958,51.262883352304186,24.63902737979137,10.19566545754878,0.0,0.0,0.0,0.0,0.0,0.0,0.01547242411347996,0.0,0.0
29,11.079139064019246,4.450623066581726,1.8243539244782387,11.079139064019246,4.450623066581726,1.8243539244782387,49.68265520809752,25.122126897200143,10.863380631641194,0.0,0.0,0.0,0.0,0.0,0.0,0.013299118161397644,0.0,0.0
30,11.315494113867182,4.627539769724974,1.9459134498255735,11.315494113867182,4.627539769724974,1.9459134498255735,48.212960323238946,25.509349851228023,11.518580818296732,0.0,0.0,0.0,0.0,0.0,0.0,0.011277829872919767,0.0,0.0
31,11.5477132431504,4.803777137829829,2.069620748646902,11.5477132431504,4.803777137829829,2.069620748646902,46.84297839332538,25.815590736119447,12.157181145858164,0.0,0.0,0.0,0.0,0.0,0.0,0.009393677958880076,0.0,0.0
32,11.775989047145474,4.9793072422197175,2.1953244584648397,11.775989047145474,4.9793072422197175,2.1953244584648397,45.56322240772484,26.05344619694521,12.776061351346616,0.0,0.0,0.0,0.0,0.0,0.0,0.007633614824379367,0.0,0.0
33,12.000502189351772,5.154107123808584,2.322880112634117,12.000502189351772,5.154107123808584,2.322880112634117,44.36535134811875,26.233569451114004,13.372898660141928,0.0,0.0,0.0,0.0,0.0,0.0,0.005986168970935193,0.0,0.0
34,12.221422301855014,5.328158023293078,2.4521500101167497,12.221422301855014,5.328158023293078,2.4521500101167497,43.24201077227006,26.36497004411204,13.946027446210621,0.0,0.0,0.0,0.0,0.0,0.0,0.004441225749503598,0.0,0.0
35,12.438908798108214,5.50144473009591,2.583003054087058,12.438908798108214,5.50144473009591,2.583003054087058,42.18669703697509,26.455267371086272,14.494321487307698,0.0,0.0,0.0,0.0,0.0,0.0,0.0029898406247422515,0.0,0.0
36,12.653111608831999,5.673955031744161,2.7153145669806746,12.653111608831999,5.673955031744161,2.7153145669806746,41.19364156605611,26.51090509539949,15.0170952781672,0.0,0.0,0.0,0.0,0.0,0.0,0.0016240800074488332,0.0,0.0
37,12.864171850239362,5.845679248191452,2.8489660882736514,12.864171850239362,5.845679248191452,2.8489660882736514,40.25771212076618,26.537332495384728,15.514021413082544,0.0,0.0,0.0,0.0,0.0,0.0,0.00033688547061258567,0.0,0.0
38,13.072222432515254,6.016609837982195,2.9838451601630016,13.072222432515254,6.016609837982195,2.9838451601630016,39.374328496583075,26.539157840273383,15.985061512925308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,13.277388615395557,6.1867410651769745,3.119845105385118,13.277388615395557,6.1867410651769745,3.119845105385118,38.53939046515241,26.520278109500474,16.430408563638988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,13.479788516764033,6.356068717667218,3.2568648006253276,13.479788516764033,6.356068717667218,3.2568648006253276,37.74921611417149,26.4839887041702,16.850438864633027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,13.679533579395596,6.524589868952801,3.3948084483165646,13.679533579395596,6.524589868952801,3.3948084483165646,37.000489020647386,26.433076236678914,17.245672065646446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,13.8767290002992,6.6923026766788505,3.5335853490776508,13.8767290002992,6.6923026766788505,3.5335853490776508,36.29021293213454,26.369897008510296,17.616738007461066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,14.071474126536396,6.859206212261912,3.6731096765849607,14.071474126536396,6.859206212261912,3.6731096765849607,35.61567283295653,26.29644338365044,17.964349282011877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,14.26386282089729,7.025300316810221,3.8133002562909906,14.26386282089729,7.025300316810221,3.8133002562909906,34.97440144370957,26.214399924595103,18.289278596624825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,14.453983800392026,7.1905854792824035,3.954080349087404,14.453983800392026,7.1905854792824035,3.954080349087404,34.3641503473223,26.1251908699608,18.592340170095657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,14.641920950152207,7.355062733454491,4.095377440748283,14.641920950152207,7.355062733454491,4.095377440748283,33.78286505766236,26.030020289165545,18.874374509153633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,14.827753615023953,7.518733570794182,4.237123037772909,14.827753615023953,7.518733570794182,4.237123037772909,33.22866345056157,25.929906043663618,19.136236015953838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,15.011556870865167,7.681599866788756,4.379252470069167,15.011556870865167,7.681599866788756,4.379252470069167,32.699817065079365,25.8257085100078,19.378782963504953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,15.193401777327233,7.843663818651477,4.521704700772472,15.193401777327233,7.843663818651477,4.521704700772472,32.19473485729073,25.71815487267166,19.6028694488138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,15.37335561370078,8.004927892651398,4.664422143375699,15.37335561370078,8.004927892651398,4.664422143375699,31.711949051944643,25.607859669949484,19.80933899508289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,15.551482099231311,8.165394779582183,4.80735048624871,15.551482099231311,8.165394779582183,4.80735048624871,31.250102790747835,25.495342170856926,19.999019526283156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,15.72784159915971,8.325067357114511,4.950438524547905,15.72784159915971,8.325067357114511,4.950438524547905,30.80793932127026,25.381041071816984,20.17271948132088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,15.90249131761148,8.483948657970277,5.093637999453736,15.90249131761148,8.483948657970277,5.093637999453736,30.3842925087991,25.265326926526043,20.331224872077225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,16.07548547834422,8.642041843020552,5.236903444624712,16.07548547834422,8.642041843020552,5.236903444624712,29.97807848594986,25.148512658632946,20.475297120878828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,16.24687549426295,8.799350178547797,5.380192039717835,16.24687549426295,8.799350178547797,5.380192039717835,29.58828828237464,25.03086245293694,20.60567153935356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,16.416710126525246,8.955877017029964,5.5234634707958294,16.416710126525246,8.955877017029964,5.5234634707958294,29.213981300249106,24.91259927520081,20.723056332893552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,16.585035633981242,9.111625780903188,5.666679797419425,16.585035633981242,9.111625780903188,5.666679797419425,28.854279521014618,24.79391123210082,20.828132033727496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,16.751895913625773,9.266599948843599,5.809805326206941,16.751895913625773,9.266599948843599,5.809805326206941,28.508362345644024,24.674956950210095,20.92155128143693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,16.91733263267993,9.420803044179616,5.952806490632501,16.91733263267993,9.420803044179616,5.952806490632501,28.175461984949507,24.555870125319228,21.003938883094495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,17.081385352866203,9.574238625106048,6.0956517368273655,17.081385352866203,9.574238625106048,6.0956517368273655,27.854859328547963,24.436763370060827,21.07589209644183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,17.244091647394207,9.726910276422034,6.238311415145443,17.244091647394207,9.726910276422034,6.238311415145443,27.545880231373285,24.317731468067233,21.1379810889886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,17.40548721113176,9.878821602557691,6.380757677253257,17.40548721113176,9.878821602557691,6.380757677253257,27.247892165354433,24.198854126197435,21.190749533877625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,17.56560596439849,10.029976221690651,6.522964378506087,17.56560596439849,10.029976221690651,6.522964378506087,26.960301191299457,24.08019830225075,21.234715310058505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,17.724480150785247,10.180377760784301,6.664906985375154,17.724480150785247,10.180377760784301,6.664906985375154,26.68254921233818,23.961820173643964,21.27037127994021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,17.882140429372235,10.330029851405486,6.806562487695222,17.882140429372235,10.330029851405486,6.806562487695222,26.414111475649232,23.843766802429617,21.298186122419363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,18.038615961691196,10.478936126201395,6.947909315507528,18.038615961691196,10.478936126201395,6.947909315507528,26.154494293773624,23.726077543491567,21.318605203145772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,18.193934493752195,10.627100215933877,7.088927260279295,18.193934493752195,10.627100215933877,7.088927260279295,25.903232960718,23.608785235530164,21.332051467209855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,18.348122433432852,10.774525746985148,7.229597400288008,18.348122433432852,10.774525746985148,7.229597400288008,25.659889841378764,23.491917208339416,21.33892634221828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,18.50120492350733,10.921216339262093,7.369902029965918,18.50120492350733,10.921216339262093,7.369902029965918,25.42405261566029,23.375496134711238,21.339610642049564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,18.653205910573615,11.067175604437649,7.509824593007832,18.653205910573615,11.067175604437649,7.509824593007832,25.195332661089576,23.259540750931475,21.33446546352257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,18.804148210120317,11.212407144477169,7.649349619052968,18.804148210120317,11.212407144477169,7.649349619052968,24.973363559808725,23.14406646613606,21.323833069828115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,18.954053567958564,11.356914550405772,7.788462663759418,18.954053567958564,11.356914550405772,7.788462663759418,24.75779971760771,23.029085877669537,21.308037755919063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,19.10294271822985,11.500701401279438,7.927150252097491,19.10294271822985,11.500701401279438,7.927150252097491,24.54831508418816,22.914609206944093,21.28738669216995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,19.25083543818752,11.643771263328333,8.065399824695891,19.25083543818752,11.643771263328333,8.065399824695891,24.344601965161768,22.80064466806114,21.262170743540512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,19.397750599936916,11.786127689245761,8.203199687082181,19.397750599936916,11.786127689245761,8.203199687082181,24.146369917416873,22.687198779566188,21.232665262238893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,19.54370621930807,11.927774217600193,8.34053896166636,19.54370621930807,11.927774217600193,8.34053896166636,23.953344720460606,22.574276628108077,21.1991308525059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,19.688719502023883,12.06871437235133,8.47740754232351,19.688719502023883,12.06871437235133,8.47740754232351,23.765267417185093,22.46188209142094,21.16181410665364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,19.832806887317105,12.208951662454096,8.61379605143844,19.832806887317105,12.208951662454096,8.61379605143844,23.581893418233815,22.350018026902944,21.120948311908233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,19.975984089140074,12.348489581536914,8.749695799281909,19.975984089140074,12.348489581536914,8.749695799281909,23.402991664775197,22.238686431098195,21.076754127943186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,20.118266135102733,12.487331607642755,8.885098745594528,20.118266135102733,12.487331607642755,8.885098745594528,23.22834384503875,22.127888574569763,21.029440235260168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,20.259667403266334,12.625481203023211,9.0199974632606,20.259667403266334,12.625481203023211,9.0199974632606,23.05774366044659,22.01762511595951,20.979203954788638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,20.400201656912913,12.762941813977353,9.15438510396014,20.400201656912913,12.762941813977353,9.15438510396014,22.890996137590097,21.907896198445023,20.926231839244306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,20.53988207740351,12.899716870728376,9.28825536569302,20.53988207740351,12.899716870728376,9.28825536569302,22.727916982666493,21.798701531308698,20.87070023691649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,20.678721295231664,13.035809787332179,9.421602462074654,20.678721295231664,13.035809787332179,9.421602462074654,22.56833197531047,21.690040458915412,20.81277582865294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,20.816731419372537,13.17122396161285,9.554421093307823,20.816731419372537,13.17122396161285,9.554421093307823,22.41207639903805,21.581912019040843,20.75261613888277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,20.953924065022324,13.305962775120875,9.686706418740245,20.953924065022324,13.305962775120875,9.686706418740245,22.258994505768733,21.474314992193083,20.690370021568835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,21.090310379817176,13.440029593110483,9.818454030922208,21.090310379817176,13.440029593110483,9.818454030922208,22.10893901211251,21.367247943316784,20.626178122013734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,21.22590106861582,13.573427764533108,9.949659931083122,21.22590106861582,13.573427764533108,9.949659931083122,21.961770625304005,21.26070925705477,20.56017331546223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,21.360706416925304,13.706160622044445,10.080320505950098,21.360706416925304,13.706160622044445,10.080320505950098,21.817357596840367,21.154697167560894,20.492481123449682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,21.4947363130448,13.83823148202291,10.210432505835808,21.4947363130448,13.83823148202291,10.210432505835808,21.675575302035423,21.049209783704576,20.423220108843523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,21.62800026899822,13.969643644597706,10.33999302392667,21.62800026899822,13.969643644597706,10.33999302392667,21.53630584384218,20.94424511037789,20.352502250514863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,21.760507440322428,14.100400393684929,10.468999476706173,21.760507440322428,14.100400393684929,10.468999476706173,21.39943767942141,20.839801066506322,20.280433298561285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,21.892266644774054,14.23050499703044,10.597449585451583,21.892266644774054,14.23050499703044,10.597449585451583,21.264865268047217,20.735875500271767,20.207113110981464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,22.023286380014486,14.359960706258379,10.725341358745617,22.023286380014486,14.359960706258379,10.725341358745617,21.132488739042934,20.632466201977724,20.1326359726782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,22.153574840329227,14.488770756924383,10.852673075947806,22.153574840329227,14.488770756924383,10.852673075947806,21.002213578533677,20.529570914920416,20.057090897639853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,22.283139932434704,14.616938368572747,10.979443271573263,22.283139932434704,14.616938368572747,10.979443271573263,20.87395033388631,20.427187344573483,19.98056191512178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,22.41198929042269,14.74446674479683,11.105650720529363,22.41198929042269,14.74446674479683,11.105650720529363,20.74761433478475,20.32531316634637,19.90312834061967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,22.540130289889706,14.871359073302179,11.231294424163542,22.540130289889706,14.871359073302179,11.231294424163542,20.623125429959117,20.223946032136467,19.824865032396307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,22.66757006129615,14.997618525971848,11.356373597077969,22.66757006129615,14.997618525971848,11.356373597077969,20.500407738651766,20.123083575861116,19.745842634292472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,22.794315502597396,15.123248258933565,11.480887654669194,22.17293020934157,15.744633552189393,11.480887654669194,20.379389415962866,20.022723418126837,19.666127805522077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,22.92037329118687,15.248251412628347,11.604836201353196,21.742530488872323,16.395179908884078,11.635750507412014,20.26000243127279,19.922863170168938,19.58578343812102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,23.04574989518877,15.372631111880338,11.728219019438393,21.368055137770007,16.964043346674895,11.814501542062603,20.142182358989306,19.823500437174054,19.504868862689303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,23.170451584136124,15.496390465967577,11.851036058611188,21.042379183625897,17.463729537409833,12.01176938767916,20.025868180914095,19.724632821080885,19.423440043036496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,23.294484439067876,15.619532568693515,11.973287426000576,20.759389826779923,17.904815749804477,12.22309885717757,19.91100209956678,19.626257922939608,19.34154976031201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,23.41785436207683,15.742060498459105,12.094973376790163,20.513835096603117,18.296248282855313,12.444804857867679,19.79752936184457,19.528373344898114,19.25924778717381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,23.540567085338555,15.863977318335325,12.216094305347644,20.301195589552314,18.645594023315528,12.67384909615369,19.685398092433314,19.430976691872672,19.176581052522263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,23.662628179649648,15.985286076135978,12.336650736843456,20.11757574318717,18.95925320311002,12.907736046331902,19.574559136420394,19.334065572951733,19.093593797299885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,23.784043062502278,16.105989804490722,12.456643319331812,19.95961164645989,19.24263934118734,13.1444251986776,19.464965910592586,19.237637602574072,19.01032772183274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,23.904817005720364,16.2260915209182,12.576072816268864,19.824392848518105,19.50033143126105,13.38225706312829,19.356574262932167,19.141690401516136,18.92682212516524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,24.02495514268139,16.34559422789919,12.69494009944402,19.7093960189839,19.736202656217607,13.619890794823112,19.249342339853097,19.046221597718056,18.843114036817166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,24.144462475146582,16.464500912949752,12.81324614230185,19.612428643168187,19.95352924970339,13.856251637526624,19.143230460745535,18.951228826973278,18.75923834136962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,24.263343879720818,16.58281454869429,12.93099201363316,19.531581215236486,20.155082566977864,14.090486659833932,19.03820099942185,18.856709733502854,18.675227896265703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,24.381604113962595,16.700538092938483,13.04817887161505,19.465186628814486,20.343206954825423,14.321927494876233,18.934218272080642,18.762661970432262,18.59111364319157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,24.49924782216316,16.81767448874208,13.16480795818083,19.41178566455324,20.519885610870407,14.550058993662443,18.83124843142713,18.66908320018582,18.5069247133844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,24.616279540812933,16.934226664491487,13.280880593701747,19.370097643383005,20.686796284802398,14.774492870820781,18.729259366608808,18.57597109481144,18.422688527195653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,24.732703703772316,17.050197533972128,13.396398171963426,19.338995457324277,20.84535838828936,14.994945564094257,18.628220608644583,18.483323336246528,18.33843088822055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,24.84852464716306,17.16558999644062,13.511362155420892,19.317484310813427,20.996772838697275,15.211219649513893,18.528103241043812,18.391137616534138,18.254176072288324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,24.963746613995482,17.280406936696625,13.625774070716924,19.30468360793869,21.142055757349578,15.423188256120786,18.4288798153286,18.299411637997103,18.16994691159205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,25.078373758545972,17.39465122515449,13.73963550444929,19.299811507644655,21.282066970198304,15.630782010306811,18.33052427118893,18.208143113376664,18.085764874222043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,25.192410150498436,17.50832571791457,13.852948099173243,19.302171742282404,21.41753411257981,15.833978112724058,18.23301186101527,18.117329765941122,18.00165013935263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,25.305859778862615,17.62143325683427,13.965713549626388,19.311142356914377,21.549073016078303,16.032791212330615,18.13631907856749,18.026969329569155,17.917621668318752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,25.418726555681435,17.7339766695988,14.07793359916371,19.326166079267992,21.67720495094261,16.22726579423336,18.040423591552486,17.937059548811813,17.8336972718061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
