t,A_T0,A_T1,A_T2,B_T0,B_T1,B_T2,C_T0,C_T1,C_T2,A_u0,A_u1,A_u2,B_u0,B_u1,B_u2,C_u0,C_u1,C_u2
29,6.87101770935893,2.7601702380898345,1.131420776541908,6.87101770935893,2.7601702380898345,1.131420776541908,30.811997377255675,15.580143710625487,6.7372094773973314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,7.017599472058858,2.8698897563082166,1.2068090938630012,7.017599472058858,2.8698897563082166,1.2068090938630012,29.900527675244902,15.820290147927325,7.143549000682664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7.161616235503838,2.9791879671441017,1.2835294090487506,7.161616235503838,2.9791879671441017,1.2835294090487506,29.050897568830933,16.010213438108984,7.539593687415318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,7.303187442689255,3.088047549898632,1.361487850702053,7.303187442689255,3.088047549898632,1.361487850702053,28.25722344037122,16.157725719898924,7.923408424942424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,7.442425136806949,3.196454265894417,1.4405948240563542,7.442425136806949,3.196454265894417,1.4405948240563542,27.514332389313676,16.26943386455797,8.29355268386384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,7.579434519629217,3.3043964810591,1.5207649302133175,7.579434519629217,3.3043964810591,1.5207649302133175,26.817663366053154,16.35092537723714,8.64899348265392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,7.714314455576157,3.411864762155557,1.6019168660495071,7.714314455576157,3.411864762155557,1.6019168660495071,26.16318296624572,16.40692562501475,8.98903236514695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,7.847157928103494,3.51885153529946,1.683973309514195,7.847157928103494,3.51885153529946,1.683973309514195,25.547313656578908,16.44143081416849,9.313244197332516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7.978052454119621,3.6253507971570027,1.7668607942167889,7.978052454119621,3.6253507971570027,1.7668607942167889,24.966872545032402,16.457820457105694,9.621425930002992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8.10708046135013,3.731357870697362,1.8505095765110167,8.10708046135013,3.731357870697362,1.8505095765110167,24.419019098041023,16.458952492454575,9.913553761338624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8.23431963289463,3.8368691986277677,1.9348534977032115,8.23431963289463,3.8368691986277677,1.9348534977032115,23.90121045180708,16.447243733882363,10.189747376617103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8.359843222646449,3.941882168698978,2.019829843526323,8.359843222646449,3.941882168698978,2.019829843526323,23.411163172167516,16.424737910528616,10.450240147753998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8.483720344755662,4.046394965965442,2.1053792026148996,8.483720344755662,4.046394965965442,2.1053792026148996,22.946820492708937,16.393163212915525,10.695354349119084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8.606016239897322,4.150406447842622,2.1914453253767388,8.606016239897322,4.150406447842622,2.1914453253767388,22.506324209152446,16.35398096300407,10.925480592937824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.726792520748669,4.253916038445215,2.277974984373666,8.726792520748669,4.253916038445215,2.277974984373666,22.087990533553338,16.30842677740243,11.1410608117265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8.846107398772647,4.35692363923234,2.3649178370880697,8.846107398772647,4.35692363923234,2.3649178370880697,21.69028931809241,16.25754538157836,11.342574220132578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8.964015894142241,4.459429553444473,2.4522262917558852,8.964015894142241,4.459429553444473,2.4522262917558852,21.311826148147194,16.202220054340785,11.530525777226657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,9.080570030414647,4.561434422204839,2.5398553767843213,9.080570030414647,4.561434422204839,2.5398553767843213,20.951326880436557,16.143197530814756,11.705436745228505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,9.195819015370336,4.662939170486124,2.627762614138424,9.195819015370336,4.662939170486124,2.627762614138424,20.60762426645715,16.08110906438898,11.867837003969449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9.309809409265137,4.76394496142079,2.7159078969700348,9.309809409265137,4.76394496142079,2.7159078969700348,20.279646355973153,16.016488240073688,12.01825883389186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,9.422585281599416,4.864453157668079,2.804253371672021,9.422585281599416,4.864453157668079,2.804253371672021,19.966406421503116,15.949786040329435,12.157231925581398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,9.534188357384004,4.9644652887492144,2.8927633244666247,9.534188357384004,4.9644652887492144,2.8927633244666247,19.666994183856136,15.881383587144008,12.285279412002566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,9.644658153774676,5.063983023430228,2.9814040725766606,9.644658153774676,5.063983023430228,2.9814040725766606,19.380568151892128,15.811602918771634,12.402914751848623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,9.75403210785357,5.163008146373816,3.070143859979828,9.75403210785357,5.163008146373816,3.070143859979828,19.10634891773894,15.74071610426696,12.510639319640632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,9.862345696254481,5.26154253840174,3.1589527577076555,9.862345696254481,5.26154253840174,3.1589527577076555,18.8436132724706,15.66895295219141,12.608940581193766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,9.969632547258149,5.359588159810821,3.2478025686199357,9.969632547258149,5.359588159810821,3.2478025686199357,18.591689027395322,15.596507530325923,12.69829075246816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,10.075924545921598,5.457147036271514,3.336666736561595,10.075924545921598,5.457147036271514,3.336666736561595,18.349950443176454,15.523543679779785,12.77914585619156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,10.18125193275136,5.554221246910654,3.4255202597905896,10.18125193275136,5.554221246910654,3.4255202597905896,18.117814183485148,15.450199678599317,12.851945104451033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,10.285643396382596,5.650812914241478,3.514339608551708,10.285643396382596,5.650812914241478,3.514339608551708,17.89473572216006,15.37659218605708,12.917110547097929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,10.389126160684162,5.746924195655924,3.603102646661244,10.389126160684162,5.746924195655924,3.603102646661244,17.68020614326329,15.302819578569043,12.975046935629337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,10.491726066672433,5.842557276238213,3.6917885569607143,10.491726066672433,5.842557276238213,3.6917885569607143,17.47374928225931,15.228964771074674,13.026141760484379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,10.593467649583793,5.937714362695871,3.7803777704935744,10.593467649583793,5.937714362695871,3.7803777704935744,17.27491916404583,15.155097603241883,13.0707654266644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,10.694374211426382,6.032397678235793,3.8688518992567316,10.694374211426382,6.032397678235793,3.8688518992567316,17.083297699937336,15.081276857617993,13.109271538455214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10.794467889305574,6.12660945823954,3.957193672378199,10.794467889305574,6.12660945823954,3.957193672378199,16.898492611115717,15.00755196649522,13.141997268968456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,10.893769719794292,6.220351946614553,4.045386875573109,10.893769719794292,6.220351946614553,4.045386875573109,16.720135550664974,14.933964455503142,13.169263794372547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,10.99229969959828,6.313627392716987,4.133416293732259,10.99229969959828,6.313627392716987,4.133416293732259,16.547880400221896,14.860549164535316,13.191376776174284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,11.090076842747584,6.406438048757956,4.221267656500173,11.090076842747584,6.406438048757956,4.221267656500173,16.381401720606796,14.787335280353862,13.208626877843102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,11.187119234528422,6.498786167618573,4.3089275867030645,11.187119234528422,6.498786167618573,4.3089275867030645,16.22039333863654,14.714347209918783,13.22129030452899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,11.283444082354244,6.590674001010711,4.396383551491064,11.283444082354244,6.590674001010711,4.396383551491064,16.064567054741516,14.641605319008534,13.229629356685948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,11.379067763760679,6.682103797930098,4.4836238160633215,11.379067763760679,6.682103797930098,4.4836238160633215,15.913651458072042,14.569126556909291,13.23389299013793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,11.47400587169638,6.773077803356617,4.570637399849158,11.47400587169638,6.773077803356617,4.570637399849158,15.767390837542395,14.49692498474565,13.234317376566523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,11.568273257270075,6.86359825716365,4.65741403502311,11.568273257270075,6.86359825716365,4.65741403502311,15.625544178766996,14.425012222315061,13.231126459603345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,11.661884070103444,6.953667393204171,4.743944127236531,11.661884070103444,6.953667393204171,4.743944127236531,15.48788423813277,14.353397825995986,13.224532502713252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,11.754851796429708,7.043287438546282,4.830218718453196,11.754851796429708,7.043287438546282,4.830218718453196,15.354196686356223,14.282089608360943,13.21473662588863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,11.847189295068732,7.132460612835106,4.916229451781196,11.847189295068732,7.132460612835106,4.916229451781196,15.224279314821569,14.2110939084859,13.20192932886696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,11.938908831401164,7.221189127761507,5.001968538198105,11.938908831401164,7.221189127761507,5.001968538198105,15.097941298810484,14.140415820560571,13.186290999156503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,12.030022109456477,7.309475186621107,5.08742872507114,12.030022109456477,7.309475186621107,5.08742872507114,14.975002512434827,14.070059387231355,13.16799240362709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,12.120540302222606,7.397320983949644,5.17260326637851,12.120540302222606,7.397320983949644,5.17260326637851,14.855292890687569,14.000027763116499,13.147195162811096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,12.210474080278386,7.484728705222849,5.257485894542665,12.210474080278386,7.484728705222849,5.257485894542665,14.73865183454889,13.930323353094195,13.12405220737702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,12.299833638843742,7.571700526610841,5.342070793790402,12.299833638843742,7.571700526610841,5.342070793790402,14.62492765553555,13.86094792925461,13.098708216496481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,12.388628723336994,7.658238614778616,5.426352574958978,12.388628723336994,7.658238614778616,5.426352574958978,14.513977056473065,13.791902729806765,13.07130003803425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,12.476868653523281,7.744345126725441,5.510326251671351,12.476868653523281,7.744345126725441,5.510326251671351,14.405664645610093,13.723188542723559,13.041957090658537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,12.56456234633315,7.830022209657149,5.593987217807572,12.56456234633315,7.830022209657149,5.593987217807572,14.299862481490727,13.654805776478964,13.010801748101896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,12.651718337425736,7.915272000886195,5.67733122620298,12.651718337425736,7.915272000886195,5.67733122620298,14.196449646258829,13.586754519868297,12.977949705907628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,12.738344801566663,8.000096627755164,5.760354368507454,12.738344801566663,8.000096627755164,5.760354368507454,14.095311845294997,13.51903459259544,12.943510331077263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,12.82444957188667,8.084498207580069,5.843053056143334,12.82444957188667,8.084498207580069,5.843053056143334,13.99634103128541,13.451645588051132,12.907586995095722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,12.910040158083241,8.168478847610338,5.925424002302832,12.910040158083241,8.168478847610338,5.925424002302832,13.899435050996686,13.384586909486806,12.870277390855552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,12.995123763623932,8.252040645002905,6.007464204928897,12.995123763623932,8.252040645002905,6.007464204928897,13.804497313185305,13.317857800602681,12.831673834032994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,13.07970730200671,8.335185686808149,6.089170930626374,13.07970730200671,8.335185686808149,6.089170930626374,13.711436476206835,13.251457371411663,12.791863549489053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,13.163797412129552,8.417916049965847,6.170541699453151,13.163797412129552,8.417916049965847,6.170541699453151,13.620166154011585,13.185384620107774,12.75092894328025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,13.247400472818526,8.500233801309546,6.25157427054359,13.247400472818526,8.500233801309546,6.25157427054359,13.530604639321487,13.119638451555367,12.708947860867985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,13.330522616560849,8.582140997578017,6.332266628519146,13.330522616560849,8.582140997578017,6.332266628519146,13.442674642879604,13.054217692920378,12.66599383211384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,13.413169742486804,8.66363968543265,6.41261697064339,13.413169742486804,8.66363968543265,6.41261697064339,13.35630304775031,12.989121106884467,12.622136303641957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,13.495347528641911,8.744731901479856,6.492623694681023,13.495347528641911,8.744731901479856,6.492623694681023,13.271420677726029,12.924347402814877,12.577440859139761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,13.577061443588452,8.825419672297656,6.572285387422572,13.577061443588452,8.825419672297656,6.572285387422572,13.187962078966661,12.859895246205362,12.531969428155511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,13.658316757373271,8.90570501446576,6.651600813838551,13.658316757373271,8.90570501446576,6.651600813838551,13.105865314061361,12.795763266654868,12.485780483936368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,13.739118551896729,8.985589934598575,6.730568906828796,13.739118551896729,8.985589934598575,6.730568906828796,13.025071767759945,12.73195006460956,12.438929230834123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,13.819471730715707,9.06507642938066,6.809188757534544,13.819471730715707,9.06507642938066,6.809188757534544,12.945525963673594,12.668454217058931,12.391467781788087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,13.89938102831178,9.14416648560418,6.887459606182578,13.89938102831178,9.14416648560418,6.887459606182578,12.867175391292436,12.605274282347384,12.343445326376292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,13.978851018853936,9.222862080208056,6.965380833432405,13.978851018853936,9.222862080208056,6.965380833432405,12.789970342711223,12.542408804237704,12.294908289907264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,14.057886124483582,9.301165180318486,7.042951952199031,14.057886124483582,9.301165180318486,7.042951952199031,12.71386375849451,12.479856315341879,12.24590048400556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,14.13649062314807,9.37907774329058,7.1201725999253425,13.751122289956745,9.764446076481907,7.1201725999253425,12.638811082149573,12.417615340016841,12.196463249125216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,14.214668656007484,9.45660171675093,7.1970425312795685,13.48419865226621,10.167899405461652,7.2162148463101214,12.564770122709277,12.355684396807721,12.146635589406355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,14.292424234438126,9.533739038640915,7.273561611254584,13.251957974152635,10.52069493701711,7.327071973163881,12.491700924958446,12.294062000508411,12.096454300271521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,14.369761246654797,9.610491637260592,7.349729808647095,13.049981517723472,10.830588390454484,7.449412784384527,12.419565646866326,12.232746663898508,12.045954089140162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,14.446683463972757,9.686861431313043,7.4255471898959495,12.87447827047536,11.104139535467205,7.580474279239185,12.34832844381458,12.171736899206568,11.995167689621836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,14.523194546729151,9.762850329949094,7.501013913259931,12.72219108553144,11.346896653242366,7.717971051164372,12.277955359235218,12.111031219341923,11.944125969531482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,14.5992980498825,9.83846023281228,7.5761302233164765,12.590317136643089,11.563552546405283,7.860018822962885,12.208414221296099,12.05062813893079,11.892858033053429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,14.674997428307938,9.913693030084005,7.650896445763759,12.476440488929365,11.758076486092085,8.005069929134255,12.13967454529321,11.990526175186869,11.841391317364677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,14.750296041804853,9.98855060252883,7.72531298250954,12.378474925018272,11.933825807593038,8.151858894231914,12.071707441429142,11.930723848642005,11.789751684012515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,14.825197159832658,10.06303482153982,7.799380307031109,12.294615452731877,12.093640293558687,8.29935654211302,12.004485527675932,11.871219683758516,11.737963505326652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,14.899703965989593,10.137147549183915,7.8730989599914585,12.223297162774156,12.239921999604604,8.446731312786207,11.937982847438105,11.812012209441468,11.686049746131761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,14.97381956224863,10.210890638247298,7.946469545097684,12.163160309846335,12.374702767670327,8.593316668076953,11.872174791748181,11.753099959466363,11.63403204101273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,15.047546972963767,10.284265932280698,8.019492725188343,12.113020663988934,12.49970132616577,8.738583640278106,11.807038025742315,11.694481472835307,11.581930767371821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,15.120889148659268,10.357275265644633,8.09216921853724,12.071844325604243,12.61637158303264,8.88211772420426,11.742550419178265,11.636155294072713,11.529765114504546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,15.193848969613757,10.429920463554534,8.164499795361783,12.038726321667683,12.725943470120265,9.023599436742131,11.678690980771373,11.578119973469917,11.477553148909163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,15.266429249250358,10.502203342125782,8.236485274524714,12.012872405576038,12.829457487756551,9.162787972568271,11.615439796137046,11.520374067286575,11.425311876033419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,15.338632737343502,10.57412570841858,8.308126520418625,11.993583571852184,12.927793921192098,9.299507473136432,11.552777969140179,11.462916137915574,11.373057298651423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,15.410462123052445,10.645689360482704,8.37942444002323,11.980242872022478,13.0216975507245,9.433635500811413,11.490687566463192,11.405744754017082,11.320804472053261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,15.481920037790953,10.71689608740208,8.450379980125959,11.972304181512653,13.111798550554823,9.565093373251525,11.42915156521499,11.34885849062654,11.268567556220328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,15.553009057942122,10.787747669339199,8.520994124696887,11.96928262115416,13.198630164223857,9.6938380666002,11.368153803413081,11.292255929240639,11.216359865150025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,15.623731707426813,10.858245877579357,8.591267892409597,11.970746382363448,13.282643653806494,9.819855441245835,11.307678933180481,11.235935657884696,11.164193913484816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,15.694090460133694,10.928392474574714,8.661202334299913,11.97630974352752,13.364220943358081,9.943154582122729,11.247712376507902,11.17989627116434,11.112081460592227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,15.764087742218447,10.99818921398817,8.730798531555006,11.985627097678929,13.44368531224991,10.063763077832789,11.18824028343999,11.124136370303942,11.06003355223458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
