t,A_T0,A_T1,A_T2,B_T0,B_T1,B_T2,C_T0,C_T1,C_T2,A_u0,A_u1,A_u2,B_u0,B_u1,B_u2,C_u0,C_u1,C_u2
0,0.49750623959634116,0.0,0.0,0.49750623959634116,0.0,0.0,2.985037437578047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.967779910627196,0.024751245843729203,0.0,0.967779910627196,0.024751245843729203,0.0,5.806679463763175,0.14850747506237522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.4135430632975818,0.07031267305037085,0.0012313899245038284,1.4135430632975818,0.07031267305037085,0.0012313899245038284,8.48125837978549,0.4218760383022251,0.00738833954702297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.8371726774173451,0.13335170022741158,0.004662085281077473,1.8371726774173451,0.13335170022741158,0.004662085281077473,11.023036064504069,0.8001102013644693,0.02797251168646483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.240749823327719,0.21105037393784373,0.011041221674437787,2.240749823327719,0.21105037393784373,0.011041221674437787,13.444498939966312,1.2663022436270621,0.06624733004662671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2.6261014624985473,0.3010259897413668,0.020936733474340233,2.6261014624985473,0.3010259897413668,0.020936733474340233,15.756608774991284,1.8061559384482002,0.1256204008460414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.9948360108856384,0.40126395661322495,0.03476692634417412,2.9948360108856384,0.40126395661322495,0.03476692634417412,17.96901606531383,2.4075837396793487,0.20860155806504477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.348373615578861,0.5100610163294743,0.05282698151086427,3.348373615578861,0.5100610163294743,0.05282698151086427,20.090241693473164,3.0603660979768446,0.3169618890651856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3.687971949291681,0.6259772206748705,0.07531118436919797,3.687971949291681,0.6259772206748705,0.07531118436919797,22.127831695750086,3.7558633240492214,0.45186710621518766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4.014748203744329,0.7477953156720587,0.1023315471697186,4.014748203744329,0.7477953156720587,0.1023315471697186,24.088489222465974,4.486771894032351,0.6139892830183113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4.3296978585100305,0.8744863903775255,0.13393339167529286,4.3296978585100305,0.8744863903775255,0.13393339167529286,25.97818715106018,5.246918342265152,0.803600350051757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,4.633710713495578,1.005180824001263,0.17010836985813188,4.633710713495578,1.005180824001263,0.17010836985813188,27.802264280973468,6.031084944007576,1.0206502191487912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4.927584598434745,1.1391437141398406,0.21080532646908925,4.927584598434745,1.1391437141398406,0.21080532646908925,29.565507590608465,6.834862284839042,1.2648319588145356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
