step,time_ms,met_act,hc_release,aff_r_v,aff_i_v,enc_r_act,col_act,mot_act,enc_r_energy,col_energy,mot_energy,enc_r_heat,col_heat,mot_heat,aff_r_spikes,aff_i_spikes,mot_spikes
1399,1399.0,1.7555040645546132,0.006178736856717456,0.015886174920770775,0.043532524672295736,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1400,1400.0000000000002,1.7576799658458924,0.006356563716243243,0.016836831279261517,0.046119095627282974,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1401,1401.0,1.7598567792474602,0.006533450540452297,0.017813156554712842,0.0487739067476858,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1402,1402.0000000000002,1.7620345040381216,0.006709380821433922,0.018814969055917896,0.0514963847911648,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1403,1403.0,1.764213139497041,0.006884337954437686,0.019842085306534515,0.054285953052004926,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1404,1404.0000000000002,1.7663926849037435,0.00705830523774955,0.020894320041763167,0.05714203137314289,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1405,1405.0,1.7685731395381123,0.007231265872570045,0.021971486204914296,0.060064036157709035,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1406,1406.0000000000002,1.7707545026803906,0.007403202962894817,0.02307339494386049,0.06305138038006229,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1407,1407.0,1.7729367736111805,0.007574099515397495,0.02419985560736893,0.06610347359629637,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1408,1408.0,1.7751199516114429,0.007743938439314811,0.02535067574130942,0.06921972195419515,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1409,1409.0,1.777304035962497,0.007912702546334109,0.026525661084733292,0.07239952820261457,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1410,1410.0,1.7794890259460217,0.008080374550483152,0.02772461556581838,0.07564229170026855,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1411,1411.0,1.7816749208440537,0.008246937068022353,0.02894734129767513,0.07894740842389555,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1412,1412.0,1.783861719938988,0.008412372617339348,0.030193638574008995,0.08231427097578245,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1413,1413.0,1.7860494225135775,0.008576663618845952,0.03146330586463398,0.08574226859062183,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1414,1414.0,1.788238027850933,0.008739792394877599,0.03275613981083233,0.08923078714167863,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1415,1415.0,1.7904275352345245,0.008901741169595103,0.03407193522055513,0.0927792091462416,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1416,1416.0,1.792617943948177,0.009062492068888954,0.03541048506345857,0.09638691377033472,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1417,1417.0,1.794809253276076,0.00922202712028604,0.03677158046577062,0.10005327683266346,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1418,1418.0,1.7970014625027622,0.00938032825285884,0.038155010704982624,0.10377767080777033,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1419,1419.0,1.799194570913134,0.009537377297137136,0.039560563204360404,0.1075594648283738,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1420,1420.0,1.8013885777924472,0.009693155985022192,0.04098802352726929,0.11139802468686434,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1421,1421.0,1.8035834824263144,0.009847645949703472,0.04243717537130747,0.11529271283593125,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1422,1422.0,1.805779284100704,0.010000828725577927,0.04390780056224196,0.11924288838829282,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1423,1423.0,1.8079759821019428,0.010152685748171823,0.04539967904774133,0.1232479071155032,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1424,1424.0,1.8101735757167117,0.010303198354065053,0.04691258889089953,0.1273071214458075,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1425,1425.0,1.8123720642320498,0.01045234778081822,0.0484463062635446,0.13141988046101796,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1426,1426.0,1.8145714469353509,0.010600115166902136,0.050000605439326454,0.13558552989238234,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1427,1427.0,1.816771723114366,0.01074648155163004,0.05157525878657761,0.13980341211541555,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1428,1428.0,1.8189728920572006,0.010891427875092397,0.053170036760940585,0.14407286614366602,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1429,1429.0,1.8211749530523165,0.011034934978094409,0.05478470789775582,0.1483932276213868,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1430,1430.0,1.823377905388531,0.011176983602096116,0.05641903880420375,0.15276382881508194,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1431,1431.0,1.8255817483550165,0.011317554389155184,0.058072794151194554,0.15718399860389762,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1432,1432.0,1.8277864812413005,0.011456627881872468,0.059745736664999195,0.16165306246882738,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1433,1433.0,1.8299921033372657,0.011594184523340172,0.061437627118615085,0.16617034248070103,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1434,1434.0,1.832198613933149,0.011730204657092822,0.06314822432285973,0.17073515728692518,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1435,1435.0,1.8344060123195431,0.011864668527060869,0.06487728511718563,0.17534682209694408,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1436,1436.0,1.8366142977873938,0.011997556277527199,0.06662456436020958,0.18000464866638868,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1437,1437.0,1.8388234696280028,0.012128847953086254,0.06838981491994955,0.18470794527988116,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1438,1438.0,1.8410335271330245,0.012258523498606027,0.07017278766376198,0.18945601673246235,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1439,1439.0,1.8432444695944685,0.012386562759192808,0.07197323144797256,0.1942481643096086,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1440,1440.0,1.8454562963046979,0.012512945480158801,0.07379089310719336,0.19908368576580465,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1441,1441.0,1.8476690065564294,0.012637651306992518,0.0756255174433189,0.20396187530163815,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1442,1442.0,1.8498825996427333,0.01276065978533197,0.07747684721419398,0.2088820235393818,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1443,1443.0,1.8520970748570338,0.012881950360940841,0.07934462312194582,0.21384341749702812,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1444,1444.0,1.8543124314931074,0.01300150237968741,0.08122858380097292,0.21884534056074154,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1445,1445.0,1.8565286688450844,0.013119295087526397,0.08312846580558328,0.22388707245569264,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1446,1446.0,1.8587457862074483,0.013235307630483743,0.08504400359727404,0.22896788921523814,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0
1447,1447.0,1.8609637828750347,0.013349519054644205,0.08697492953164497,0.077,-0.0,-0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0
1448,1448.0,1.8631826581430329,0.013461908306142021,0.08892097384493791,0.08205558896527818,-0.0,1.1290482868635043,1.0,1.0,0.6566539171311804,0.37289038492467286,0.0,0.3443460828688197,0.6281096150753271,0,1,1
1449,1449.0,1.8654024113069827,0.013572454231154359,0.09088186464019421,0.08714812723706354,-0.0,2.781324206521128,1.0,1.0,0.001,0.001,0.0,2.256327271692601,3.81165548787468,0,1,2
1450,1450.0,1.8676230416627788,0.013681135575897814,0.09285732787302221,0.09227687571272192,-0.0,3.545761282714088,1.0,1.0,0.001,0.001,0.0,5.334024511861862,6.194830050218837,0,1,3
1451,1451.0,1.8698445485066661,0.013787930986627868,0.09484708733696662,0.09744109141761834,-0.0,2.846457054039927,1.0,1.0,0.001,0.001,0.0,9.160380935931151,3.9922679378289327,0,1,4
1452,1452.0,1.8720669311352425,0.013892819009641271,0.0968508646484716,0.10264002746359492,-0.0,2.0168981082691393,1.0,1.0,0.001,0.001,0.0,13.26122887567186,2.004371997146903,0,1,5
1453,1453.0,1.8742901888454575,0.01399577809128149,0.09886837923142934,0.10787293300553175,-0.0,1.422493149657786,1.0,1.0,0.001,0.001,0.0,17.290296679726755,0.99703585525188,0,1,6
1454,1454.0,1.876514320934612,0.014096786577947086,0.1008993483013056,0.11313905319595172,-0.0,0.9965833856524338,1.0,1.0,0.001,0.001,0.0,21.02018564535641,0.48937039720742775,0,1,7
1455,1455.0,1.8787393267003591,0.014195822716103193,0.10294348684883405,0.11843762913762955,-0.0,0.5975523098601427,1.0,1.0,0.001,0.001,0.0,24.314312009833788,0.17593906044421834,0,1,8
1456,1456.0,1.8809652054407031,0.014292864652295954,0.10500050762327054,0.12376789783416528,-0.0,0.27934955925305455,0.0,1.0,0.001,0.001,0.0,27.10144795180654,0.038450889444519444,0,1,8
1457,1457.0,1.8831919564539992,0.01438789043317009,0.10707012111519895,0.12912909213848167,-0.0,0.12486178998499581,0.0,1.0,0.001,0.001,0.0,29.356170159341517,0.007681915443936237,0,1,8
1458,1458.0,1.885419579038954,0.01448087800548943,0.1091520355388797,0.13452044069920477,-0.0,0.051910050852905426,0.0,1.0,0.001,0.001,0.0,31.084408526225953,0.0013277408525248073,0,1,8
1459,1459.0,1.8876480724946252,0.014571805216160557,0.11124595681413225,0.13994116790488662,-0.0,0.019016048096492686,0.0,1.0,0.001,0.0018218232866389064,0.0,32.31283721443476,0.00017817671336109374,0,1,8
1460,1460.0,1.8898774361204211,0.014660649812259594,0.11335158854774263,0.14539049382602834,-0.0,0.005395566087173075,0.0,1.0,0.001,0.0028074788187700313,0.0,33.08110427960757,1.4344467868875343e-05,0,1,8
1461,1461.0,1.8921076692161007,0.014747389441061992,0.11546863201438698,0.15086763415486176,-0.0,0.0007441029812494598,0.0,1.0,0.001,0.003807205998585427,0.0,33.43617421801516,2.7282018460402683e-07,0,1,8
1462,1462.0,1.8943387710817727,0.014832001650075498,0.11759678613706219,0.1563718001428471,-0.0,-0.0,0.0,1.0,0.001,0.004807205998585427,0.0,33.42825813381894,0.0,0,1,8
1463,1463.0,1.8965707410178978,0.01491446388707622,0.11973574746701425,0.16190219853584373,-0.0,-0.0,0.0,1.0,0.001,0.005807205998585427,0.0,33.10794226816986,0.0,0,1,8
1464,1464.0,1.8988035783252852,0.01499475350014782,0.12188521016315526,0.16745803150691155,-0.0,-0.0,0.0,1.0,0.001,0.006807205998585427,0.0,32.52422034170735,0.0,0,1,8
1465,1465.0,1.9010372823050952,0.015072847737723867,0.12404486597095965,0.1730384965866981,-0.0,-0.0,0.0,1.0,0.001,0.007807205998585427,0.0,31.723203953690867,0.0,0,1,8
1466,1466.0,1.9032718522588374,0.015148723748633361,0.1262144042008301,0.1786427865913685,-0.0,-0.0,0.0,1.0,0.001,0.008807205998585428,0.0,30.747337036848275,0.0,0,1,8
1467,1467.0,1.9055072874883716,0.015222358582149386,0.128393511705924,0.18427008954803342,-0.0,-0.0,0.0,1.0,0.001,0.009807205998585429,0.0,29.634980186165816,0.0,0,1,8
1468,1468.0,1.9077435872959063,0.015293729188041042,0.1305818728594302,0.18991958861762995,-0.0,-0.0,0.0,1.0,0.001,0.01080720599858543,0.0,28.42026167731683,0.0,0,1,8
1469,1469.0,1.9099807509840006,0.015362812416628447,0.1327791695312871,0.19559046201521046,-0.0,-0.0,0.0,1.0,0.001,0.01180720599858543,0.0,27.133116236826158,0.0,0,1,8
1470,1470.0,1.9122187778555617,0.015429585018841025,0.13498508106433169,0.20128188292759355,-0.0,-0.0,0.0,1.0,0.001,0.012807205998585432,0.0,25.799451604500856,0.0,0,1,8
1471,1471.0,1.9144576672138467,0.015494023646278983,0.13719928424986993,0.20699301942833115,-0.0,-0.0,0.0,1.0,0.001,0.013807205998585433,0.0,24.44139775755982,0.0,0,1,8
1472,1472.0,1.9166974183624617,0.015556104851278101,0.13942145330265854,0.2127230343899454,-0.0,-0.0,0.0,1.0,0.001,0.014807205998585433,0.0,23.07760521434071,0.0,0,1,8
1473,1473.0,1.9189380306053607,0.015615805086977609,0.14165125983528787,0.21847108539338772,-0.0,-0.0,0.0,1.0,0.001,0.015807205998585434,0.0,21.72356778926058,0.0,0,1,8
1474,1474.0,1.9211795032468473,0.015673100707391467,0.1438883728319561,0.22423632463467408,-0.0,-0.0,0.0,1.0,0.001,0.016807205998585435,0.0,20.391952074868005,0.0,0,1,8
1475,1475.0,1.9234218355915726,0.015727967967482815,0.14613245862162408,0.077,-0.0,1.9201020570557485,1.0,1.0,0.001,0.001,0.0,2.6059601917922954,1.8165988509547135,0,2,9
1476,1476.0,1.9256650269445372,0.015780383023241758,0.1483831808505408,0.08269414445722344,-0.0,2.242186949320166,1.0,1.0,0.001,0.001,0.0,0.1621782519188999,2.477159952107313,0,2,10
1477,1477.0,1.9279090766110887,0.015830321931766395,0.1506402004541291,0.08840295998635907,-0.0,1.6641360565901289,1.0,1.0,0.001,0.001,0.0,0.0010261000781290532,1.364545653352654,0,2,11
1478,1478.0,1.9301539838969235,0.01587776065134717,0.15290317562822056,0.09412557622538924,-0.0,1.1700547726881607,1.0,1.0,0.001999983323845397,0.001,0.0,1.667615460332871e-08,0.6745634317229685,0,2,12
1479,1479.0,1.932399748108086,0.015922675041554514,0.15517176179962988,0.09986111691649124,-0.0,0.815703384563268,1.0,1.0,0.002999983323845397,0.001,0.0,0.0,0.32784981126555435,0,2,13
1480,1480.0,1.9346463685509676,0.015965040863329838,0.1574456115960571,0.10560869979470726,-0.0,1.0492615906596088,1.0,1.0,0.001,0.001,0.0,0.04248610968726027,0.5424727910576767,0,2,14
1481,1481.0,1.9368938445323078,0.016004833779079807,0.15972437481530766,0.11136743647344723,-0.0,2.597417582560979,1.0,1.0,0.001,0.001,0.0,1.381440217462873,3.324252174213593,0,2,15
1482,1482.0,1.939142175359193,0.016042029352774014,0.16200769839381865,0.11713643232677352,-0.0,3.70075110690688,1.0,1.0,0.001,0.001,0.0,3.9841037447128396,6.748234483708446,0,2,16
1483,1483.0,1.9413913603390576,0.01607660305004593,0.16429522637448124,0.12291478636841663,-0.0,3.5387421487150093,1.0,1.0,0.001,0.001,0.0,7.554542774403626,6.170327947411803,0,2,17
1484,1484.0,1.9436413987796828,0.016108530238297288,0.16658659987374713,0.12870159112747,-0.0,2.5129420544473757,1.0,1.0,0.001,0.001,0.0,11.585041245715527,3.111539783277034,0,2,18
1485,1485.0,1.9458922899891964,0.01613778618680577,0.16888145704800892,0.13449593252071315,-0.0,1.7779241685150717,1.0,1.0,0.001,0.001,0.0,15.67337390646935,1.5575316359501947,0,2,19
1486,1486.0,1.948144033276073,0.016164346066836123,0.17117943305924227,0.14029688972150944,-0.0,1.251260839412822,1.0,1.0,0.001,0.001,0.0,19.544833729754842,0.7714470360337472,0,2,20
1487,1487.0,1.9503966279491345,0.01618818495175464,0.1734801600398992,0.14610353502522694,-0.0,0.873890073980032,1.0,1.0,0.001,0.001,0.0,23.02803424053956,0.3762911656432184,0,2,21
1488,1488.0,1.9526500733175487,0.01620927781714708,0.1757832670570406,0.15191493371112888,-0.0,0.45525340077373566,0.0,1.0,0.001,0.001,0.0,26.027219091641243,0.10212141099409909,0,2,21
1489,1489.0,1.9549043686908303,0.016227599540939875,0.17808838007569688,0.15773014390068005,-0.0,0.2098621632424098,0.0,1.0,0.001,0.001,0.0,28.50002956740878,0.021700947675986543,0,2,21
1490,1490.0,1.9571595133788393,0.016243124903524933,0.18039512192144475,0.1635482164122156,-0.0,0.0917447195382799,0.0,1.0,0.001,0.001,0.0,30.440966736307644,0.004147367920540939,0,2,21
1491,1491.0,1.9594155066917824,0.01625582858788768,0.1827031122421887,0.16936819461191757,-0.0,0.036740746476658016,0.0,1.0,0.001,0.001334870269111736,0.0,31.869274270989333,0.0006651297308882638,0,2,21
1492,1492.0,1.9616723479402123,0.016265685179738712,0.18501196746913529,0.1751891142610448,-0.0,0.01254167536987909,0.0,1.0,0.001,0.0022573667326128,0.0,32.82007604363722,7.7503536498936e-05,0,2,21
1493,1493.0,1.9639300364350267,0.016272669167648763,0.18732130077694845,0.1810100033593606,-0.0,0.0030128967362817154,0.0,1.0,0.001,0.003252893938544551,0.0,33.337914373248225,4.472794068249244e-06,0,2,21
1494,1494.0,1.9661885714874696,0.016276754943187182,0.18963072204307377,0.18682988198470338,-0.0,0.00019533117545161496,0.0,1.0,0.001,0.004252875138731245,0.0,33.47207956169151,1.879981330563012e-08,0,2,21
1495,1495.0,1.9684479524091303,0.016277916801063816,0.19193983780621973,0.19264776212864354,-0.0,-0.0,0.0,1.0,0.001,0.005252875138731245,0.0,33.27328697130732,0.0,0,2,21
1496,1496.0,1.9707081785119427,0.016277254025209686,0.19424840261204027,0.19846302784318995,-0.0,-0.0,0.0,1.0,0.001,0.006252875138731245,0.0,32.791370102724656,0.0,0,2,21
1497,1497.0,1.9729692491081872,0.016276591255983287,0.19655641657108788,0.2042756802139743,-0.0,-0.0,0.0,1.0,0.001,0.007252875138731245,0.0,32.07373740467817,0.0,0,2,21
1498,1498.0,1.9752311635104876,0.016275928493384544,0.198863879793893,0.2100857203261764,-0.0,-0.0,0.0,1.0,0.001,0.008252875138731245,0.0,31.164399007613483,0.0,0,2,21
1499,1499.0,1.9774939210318137,0.01627526573741339,0.2011707923909639,0.21589314926452427,-0.0,-0.0,0.0,1.0,0.001,0.009252875138731246,0.0,30.103414016842688,0.0,0,2,21
1500,1500.0,1.979757520985479,0.016274602988069764,0.2034771544727868,0.2216979681132946,-0.0,-0.0,0.0,1.0,0.001,0.010252875138731247,0.0,28.926643388118507,0.0,0,2,21
1501,1501.0,1.9820219626851427,0.016273940245353606,0.20578296614982583,0.22750017795631267,-0.0,-0.0,0.0,1.0,0.001,0.011252875138731248,0.0,27.665720237844745,0.0,0,2,21
1502,1502.0,1.9842872454448073,0.016273277509264827,0.20808822753252307,0.077,-0.0,1.8510819601218362,1.0,1.0,0.001,0.001,0.0,3.5646538088088477,1.6883469831096531,0,3,22
1503,1503.0,1.9865533685788197,0.0162726147798034,0.21039293873129844,0.08269545642282895,-0.0,2.4771032901827645,1.0,1.0,0.001,0.001,0.0,0.3188450625272734,3.023421114403297,0,3,23
1504,1504.0,1.988820331401871,0.01627195205696922,0.21269709985654986,0.08838836605180386,-0.0,1.874939344364022,1.0,1.0,0.001,0.001,0.0,0.002427229876677086,1.732147432705399,0,3,24
1505,1505.0000000000002,1.991088133228997,0.01627128934076224,0.21500071101865315,0.09407872994271756,-0.0,1.3226433009877319,1.0,1.0,0.0019994544932445887,0.001,0.0,5.455067554110269e-07,0.8619774066046846,0,3,25
1506,1506.0,1.993356773375576,0.016270626631182377,0.21730377232796205,0.09976654915092349,-0.0,0.9250378427242855,1.0,1.0,0.0029994544932445888,0.001,0.0,0.0,0.42162796570686656,0,3,26
1507,1507.0000000000002,1.9956262511573304,0.016269963928229585,0.21960628389480824,0.10545182473133612,-0.0,0.5122257570779613,0.0,1.0,0.003999454493244589,0.001,0.0,0.0,0.12928056319915376,0,3,26
1508,1508.0,1.997896565890326,0.016269301231903795,0.2219082458295014,0.11113455773843091,-0.0,0.5257908616542677,0.0,1.0,0.001,0.001,0.0,0.00746161643234233,0.13621862017865824,0,3,26
1509,1509.0000000000002,2.0000838566875005,0.01626863854220493,0.22420965824232908,0.11681474922624467,-0.0,2.1829725864265206,1.0,1.0,0.001,0.001,0.0,1.0243002608368883,2.3480480132888197,0,3,27
1510,1510.0,2.001219479955171,0.01626797585913293,0.2265105212435568,0.12249240024837563,-0.0,3.487764628262187,1.0,1.0,0.001,0.001,0.0,3.38665505029207,5.993834499911615,0,3,28
1511,1511.0000000000002,2.002354876120899,0.016267313182687718,0.22881083494342808,0.12816751185798364,-0.0,3.6287048105882977,1.0,1.0,0.001,0.001,0.0,6.814845672858543,6.48804256333099,0,3,29
1512,1512.0,2.0034900452301003,0.016266650512869248,0.077,0.13384008510779044,-0.0,2.5774031184621493,1.0,0.001,0.001,0.001,9.95018687694728,10.793846517620691,3.2732193407292742,1,3,30
1513,1513.0000000000002,2.0046249873281816,0.016265987849677435,0.07932003449901787,0.13951012105007968,0.7900457299465712,1.8241125391945585,1.0,0.001,0.001,0.001,9.003301402712266,19.77096045612987,1.6395084783816825,1,3,31
1514,1514.0,2.0057597024605407,0.016265325193112225,0.0816395158972128,0.14517762073669727,2.022347129622584,1.2843562531890627,1.0,0.001,0.001,0.001,8.146523995029701,34.117890656741174,0.8127957394020691,1,3,32
1515,1515.0000000000002,2.006894190672566,0.016264662543173547,0.08395844430556597,0.1508425852190515,3.1094398506325036,0.8976039741871038,1.0,0.001,0.001,0.001,7.371279737630665,49.58644143951931,0.3969903434346511,1,3,33
1516,1516.0,2.008028452009637,0.016263999899861346,0.08627681983503636,0.15650501554811314,4.074848097921562,0.48125027075877685,0.0,0.001,0.001,0.001,6.6698097254185145,65.21295891932051,0.1141175352606839,1,3,33
1517,1517.0000000000002,2.0091624865171247,0.016263337263175526,0.0885946425965608,0.16216491277441578,4.902826693365484,0.2225191481401609,0.0,0.001,0.001,0.001,6.035093410738824,79.91199601339825,0.02439749213860189,1,3,33
1518,1518.0,2.0102962942403897,0.01626267463311605,0.09091191270105388,0.16782227794805585,5.598296283424854,0.09774844423451691,0.0,0.001,0.001,0.001,5.4607783393787495,93.03148169478038,0.0047079313034935726,1,3,33
1519,1519.0000000000002,2.011429875224785,0.016262012009682844,0.09322863025940807,0.17347711211869293,6.172668162469,0.039468773707483744,0.0,0.001,0.001,0.0012324305597196555,4.941116573070163,104.22577136628016,0.0007675694402803446,1,3,33
1520,1520.0,2.0125632295156533,0.016261349392875837,0.09554479538249366,0.17912941633554985,6.638739833344129,0.013688361292157765,0.0,0.001,0.001,0.0021401068326660335,4.470907162191494,113.35712808384204,9.232372705362178e-05,1,3,33
1521,1521.0000000000002,2.013696357158329,0.016260686782694968,0.09786040818115876,0.18477919164741294,7.008916787870152,0.003419676152463474,0.0,0.001,0.001,0.003134344738267171,4.045444092915832,120.4263864791896,5.762094398862476e-06,1,3,33
1522,1522.0,2.0148292581981373,0.016260024179140155,0.10017546876622932,0.19042643910263213,7.2946482481017245,0.0002738067032935288,0.0,0.001,0.001,0.0041343077981250585,3.6604691878427866,125.52468147124021,3.694014211289245e-08,1,3,33
1523,1523.0000000000002,2.015961932680394,0.016259361582211355,0.10248997724850914,0.1960711597491212,7.506300743685153,-0.0,0.0,0.001,0.001,0.0051343077981250585,3.3121294887278525,128.79947905398478,0.0,1,3,33
1524,1524.0,2.0170943806504065,0.016258698991908495,0.10480393373877989,0.20171335463435797,7.653184847860669,-0.0,0.0,0.001,0.001,0.0061343077981250585,2.9969386947812726,130.43045769269324,0.0,1,3,33
1525,1525.0000000000002,2.0182266021534723,0.0162580364082315,0.10711733834780106,0.20735302480538434,7.743631107305878,-0.0,0.0,0.001,0.001,0.0071343077981250586,2.711742270597946,130.61239005104514,0.0,1,3,33
1526,1526.0,2.01935859723488,0.016257373831180307,0.10943019118630998,0.2129901713088067,7.785077608502674,-0.0,0.0,0.001,0.001,0.00813430779812506,2.4536858745068155,129.54312957575922,0.0,1,3,33
1527,1527.0000000000002,2.0204903659399105,0.016256711260754855,0.1117424923650219,0.218624795190796,7.784155987245217,-0.0,0.0,0.001,0.001,0.00913430779812506,2.220186791360052,127.41537414421497,0.0,1,3,33
1528,1528.0,2.0216219083138336,0.016256048696955065,0.1140542419946299,0.2242568974970878,7.746771591186657,-0.0,0.0,0.001,0.001,0.010134307798125061,2.008908083851771,124.41123635097316,0.0,1,3,33
1529,1529.0000000000002,2.022753224401911,0.016255386139780892,0.11636544018580493,0.22988647927298264,7.6781767266472,-0.0,0.0,0.001,0.001,0.011134307798125062,1.8177352036640042,120.6988920307648,0.0,1,3,33
1530,1530.0,2.023884314249396,0.016254723589232255,0.11867608704919581,0.077,7.58303705711512,-0.0,0.0,0.001,0.001,0.012134307798125063,1.6447548283564064,56.685891540734126,0.0,1,4,33
1531,1531.0000000000002,2.0250151779015315,0.016254061045309093,0.12098618269542928,0.0825239273994694,7.465491594676665,-0.0,0.0,0.001,0.001,0.013134307798125064,1.4882357121921888,37.39624928372127,0.0,1,4,33
1532,1532.0,2.0261458154035523,0.016253398508011337,0.12329572723510991,0.08804539598078952,7.329206823163906,-0.0,0.0,0.001,0.001,0.014134307798125065,1.3466113592488875,30.18044267985988,0.0,1,4,33
1533,1533.0000000000002,2.027276226800684,0.01625273597733891,0.1256047207788202,0.09356440676145324,7.17742549155464,-0.0,0.0,0.001,0.001,0.015134307798125066,1.2184643454006574,28.428429014467998,0.0,1,4,33
1534,1534.0,2.028406412138143,0.016252073453291757,0.12791316343712048,0.09908096075853028,7.013010583376861,-0.0,0.0,0.001,0.001,0.016134307798125067,1.1025121322612064,27.133116236826158,0.0,1,4,33
1535,1535.0000000000002,2.0295363714611367,0.01625141093586982,0.13022105532054903,0.10459505898866735,6.838484926248185,-0.0,0.0,0.001,0.001,0.017134307798125067,0.9975942311085506,25.799451604500856,0.0,1,4,33
1536,1536.0,2.0306661048148635,0.016250748425073014,0.1325283965396221,0.11010670246808843,6.656066863633452,-0.0,0.0,0.001,0.001,0.01813430779812507,0.902660588323829,25.092923679218547,0.0,1,4,33
1537,1537.0,2.0317956122445127,0.016250085920901294,0.13483518720483367,0.11561589221259479,6.467702371257792,-0.0,0.0,0.001,0.001,0.01913430779812507,0.8167610761017537,33.36011239414616,0.0,1,4,33
1538,1538.0,2.0329248937952644,0.016249423423354576,0.1371414274266558,0.12112262923756528,6.275093964163188,-0.0,0.0,0.001,0.001,0.02013430779812507,0.7390359832521828,41.76318028556051,0.0,1,4,33
1539,1539.0,2.0340539495122902,0.01624876093243279,0.13944711731553833,0.12662691455795652,6.079726707216208,-0.0,0.0,0.001,0.001,0.02113430779812507,0.6687074109215717,50.29404988492135,0.0,1,4,33
