step,time_ms,met_act,hc_release,aff_r_v,aff_i_v,enc_r_act,col_act,mot_act,enc_r_energy,col_energy,mot_energy,enc_r_heat,col_heat,mot_heat,aff_r_spikes,aff_i_spikes,mot_spikes
3275,3275.0,3.689851903138172,0.015108607607325804,0.09815045092910578,0.19955394438264495,7.436005494790491,0.1071345906622067,0.0,0.001,0.001,0.001,3.436994213758795,30.50493407533284,0.005655484788197398,25,32,259
3276,3276.0000000000005,3.6906496065896603,0.015107956524505152,0.10007038697914887,0.2005647678740676,7.605832630345673,0.043754878418885104,0.0,0.001,0.001,0.0010566705951574745,3.1099209701820403,31.914218596428597,0.0009433294048425254,25,32,259
3277,3277.0,3.6914471505164115,0.01510730544819529,0.10198985140379045,0.20157541947340804,7.716250287445607,0.01550707874850254,0.0,0.001,0.001,0.001938183679614252,2.813972860955403,32.84757394987983,0.00011848691554322258,25,32,259
3278,3278.0,3.6922445349503272,0.015106654378396166,0.10390884429772693,0.2025858992048515,7.775015019105755,0.004079835025759824,0.0,0.001,0.001,0.002929982135719915,2.5461879379301497,33.3497943340332,8.201543894336995e-06,25,32,259
3279,3279.0,3.6930417599233025,0.01510600331510771,0.10582736575563573,0.2035962070925779,7.789046631479522,0.0004166993113062297,0.0,0.001,0.001,0.003929896578635831,2.30388611959102,33.47027606761443,8.555708408493516e-08,25,32,259
3280,3280.0000000000005,3.693838825467227,0.015105352258329846,0.10774541587217543,0.20460634316076187,7.7645101227915365,-0.0,0.0,0.001,0.001,0.004929896578635831,2.0846423678996255,33.25973676900236,0.0,25,32,259
3281,3281.0,3.6946357316139826,0.015104701208062529,0.10966299474198565,0.20561630743357276,7.70689129070645,-0.0,0.0,0.001,0.001,0.005929896578635831,1.8862624176986662,32.76794099557207,0.0,25,32,259
3282,3282.0,3.695432478395446,0.015104050164305664,0.11158010245968707,0.20662609993517456,7.621065541230254,-0.0,0.0,0.001,0.001,0.006929896578635831,1.7067608157687268,32.042181778610946,0.0,25,32,259
3283,3283.0,3.6962290658434873,0.015103399127059216,0.11349673911988148,0.20763572068972608,7.511360159645182,-0.0,0.0,0.001,0.001,0.00792989657863583,1.5443410497451229,31.12632583260304,0.0,25,32,259
3284,3284.0000000000005,3.6970254939899694,0.015102748096323098,0.11541290481715175,0.20864516972138075,7.381610530101103,-0.0,0.0,0.001,0.001,0.00892989657863583,1.3973775680183205,30.060274424691176,0.0,25,32,259
3285,3285.0,3.6978217628667496,0.015102097072097259,0.11732859964606182,0.2096544470542868,7.235210836160383,-0.0,0.0,0.001,0.001,0.00992989657863583,1.2643995106670658,28.879726030057896,0.0,25,32,259
3286,3286.0,3.698617872505679,0.015101446054381637,0.11924382370115677,0.21066355271258716,7.0751597574695335,-0.0,0.0,0.001,0.001,0.010929896578635832,1.1440759885979184,27.6161535082286,0.0,25,32,259
3287,3287.0,3.6994138229386015,0.015100795043176156,0.12115857707696276,0.21167248672041936,6.904101640748831,-0.0,0.0,0.001,0.001,0.011929896578635833,1.0352027635598782,26.2969293403562,0.0,25,32,259
3288,3288.0000000000005,3.7002096141973557,0.015100144038480761,0.12307285986798702,0.21268124910191585,6.7243635819376495,-0.0,0.0,0.001,0.001,0.012929896578635833,0.9366901957232104,24.945548728158187,0.0,25,32,259
3289,3289.0,3.701005246313773,0.015099493040295368,0.12498667216871792,0.21368983988120369,6.537988816025677,-0.0,0.0,0.001,0.001,0.013929896578635834,0.8475523381977873,23.581913032323854,0.0,25,32,259
3290,3290.0,3.701800719319678,0.015098842048619924,0.12690001407362497,0.21469825908240464,6.346766773578468,-0.0,0.0,0.001,0.001,0.014929896578635835,0.7668970693452261,22.222645873148934,0.0,25,32,259
3291,3291.0,3.7025960332468904,0.015098191063454367,0.1288128856771587,0.2157065067296352,6.152260128640721,-0.0,0.0,0.001,0.001,0.015929896578635836,0.6939171641256787,20.88142182330299,0.0,25,32,259
3292,3292.0000000000005,3.7033911881272226,0.01509754008479863,0.13072528707375086,0.21671458284700676,5.955829131516122,-0.0,0.0,0.001,0.001,0.016929896578635837,0.6278822151183144,19.569293464748824,0.0,25,32,259
3293,3293.0,3.704186183992481,0.01509688911265265,0.13263721835781425,0.21772248745862524,5.7586534916704215,-0.0,0.0,0.001,0.001,0.017929896578635838,0.5681313223583547,18.295007035494574,0.0,25,32,259
3294,3294.0,3.704981020874465,0.015096238147016359,0.13454867962374287,0.21873022058859123,5.56175205043843,-0.0,0.0,0.001,0.001,0.01892989657863584,0.5140664788280891,17.065300256943456,0.0,25,32,259
3295,3295.0,3.705775698804968,0.015095587187889687,0.13645967096591174,0.21973778226100033,5.366000460091697,-0.0,0.0,0.001,0.001,0.01992989657863584,0.4651465854016455,15.885178447597013,0.0,25,32,259
3296,3296.0000000000005,3.706570217815778,0.015094936235272574,0.13837019247867716,0.2207451724999427,5.172147064913174,-0.0,0.0,0.001,0.001,0.02092989657863584,0.4208820353430679,14.75816688305703,0.0,25,32,259
3297,3297.0,3.707364577938675,0.015094285289164958,0.1402802442563764,0.22175239132950322,4.980827161018446,-0.0,0.0,0.001,0.001,0.02192989657863584,0.380829814157541,13.686538705556229,0.0,25,32,259
3298,3298.0,3.708158779205433,0.015093634349566771,0.142189826393328,0.22275943877376161,4.79257579456936,-0.0,0.0,0.001,0.001,0.022929896578635842,0.3445890657534237,12.671518637004237,0.0,25,32,259
3299,3299.0,3.7089528216478214,0.015092983416477952,0.14409893898383158,0.2237663148567922,4.607839242572053,-0.0,0.0,0.001,0.001,0.023929896578635843,0.31179708053975136,11.71346340095462,0.0,25,32,259
3300,3300.0000000000005,3.7097467052976008,0.015092332489898413,0.14600758212216794,0.2247730196026642,4.426985306480945,-0.0,0.0,0.001,0.001,0.024929896578635844,0.28212566530673877,10.812020184089178,0.0,25,32,259
3301,3301.0,3.710540430186527,0.015091681569828121,0.147915755902599,0.22577955303544145,4.250312536201333,-0.0,0.0,0.001,0.001,0.025929896578635845,0.25527785855782675,9.966264723895533,0.0,25,32,259
3302,3302.0,3.7113339963463488,0.015091030656266997,0.14982346041936787,0.22678591517918262,4.0780584906677335,0.07980453065455267,0.0,0.001,0.001,0.023791805783973885,0.23098495841921288,9.174820740605766,0.0031380907946619617,25,32,259
3303,3303.0,3.712127403808809,0.015090379749214972,0.1517306957666988,0.2277921060579411,3.910407130856789,0.7170689658135512,1.0,0.001,0.001,0.001,0.20900383338118408,8.435962472528358,0.2533566239671624,25,32,260
3304,3304.0000000000005,3.7129206526056433,0.015089728848671994,0.15363746203879716,0.22879812569576496,3.747495431767765,1.3635444232383724,1.0,0.001,0.001,0.001,0.1891144889562485,7.747702051056466,0.9161128868500857,25,32,261
3305,3305.0,3.7137137427685825,0.015089077954637976,0.15554375932984965,0.22980397411669717,3.589419291475103,2.012705703444731,1.0,0.001,0.001,0.001,0.1711178659003619,7.107863385025635,1.9960479224238208,25,32,262
3306,3306.0,3.71450667432935,0.015088427067112874,0.15744958773402393,0.077,3.4362388077405983,2.664993695549141,1.0,0.001,0.001,0.001,0.15483384796110702,6.514144128963135,3.499474081611956,25,33,263
3307,3307.0,3.7152994473196626,0.015087776186096611,0.15935494734546896,0.07790293006347211,3.2879829857896374,2.241341985231525,1.0,0.001,0.001,0.001,0.14009945921370043,9.092237335608601,2.475293277422223,25,33,264
3308,3308.0000000000005,3.716092061771232,0.015087125311589126,0.16125983825831483,0.07880574837741189,3.144653934636374,1.5833142149679063,1.0,0.001,0.001,0.001,0.12676723294315892,14.66341524922232,1.235220899367918,25,33,265
3309,3309.0,3.7168845177157617,0.015086474443590367,0.16316426056667285,0.07970845493943202,3.0062306037232056,1.1118167143469673,1.0,0.001,0.001,0.001,0.11470373574785098,20.56153743602851,0.6090834607502509,25,33,266
3310,3310.0,3.7176768151849506,0.015085823582100238,0.16506821436463548,0.08061104974715112,2.8726721065628404,0.7487946759359001,1.0,0.001,0.001,0.001,0.10378823209316448,26.55674627802759,0.276271385085729,25,33,267
3311,3311.0,3.7184689542104907,0.015085172727118696,0.16697169974627638,0.08151353279819377,2.7439206734847468,0.3536458209052599,0.0,0.001,0.001,0.001,0.09391147594969587,32.19110594455801,0.06162365734644585,25,33,267
3312,3312.0000000000005,3.7192609348240677,0.015084521878645672,0.16887471680565044,0.08241590409019044,2.6199042714446885,0.16060340321635433,0.0,0.001,0.001,0.001,0.08497461742226893,37.19970759186772,0.012709249249348005,25,33,267
3313,3313.0,3.7200527570573603,0.015083871036681105,0.1707772656367937,0.0833181636207775,2.50053892511391,0.06853832470067292,0.0,0.001,0.001,0.001,0.07688821342695927,41.44795726125282,0.0023146076207222572,25,33,267
3314,3314.0,3.7208444209420417,0.015083220201224917,0.17267934633372342,0.08422031138759727,2.3857307700848613,0.02631936270050114,0.0,0.001,0.001,0.0016586804633349648,0.06957133251464763,44.88609031547079,0.0003413195366650352,25,33,267
3315,3315.0,3.7216359265097783,0.015082569372277055,0.17458095899043805,0.08512234738829795,2.275377865978274,0.008261066324532218,0.0,0.001,0.001,0.002625053888931474,0.06295074488187498,47.51893256033026,3.3626574403490646e-05,25,33,267
3316,3316.0000000000005,3.7224272737922304,0.015081918549837451,0.17648210370091724,0.08602427162053372,2.1693717944805555,0.0015817812030041892,0.0,0.001,0.001,0.003623821058829428,0.05696018946235613,49.38587630603757,1.2328301020458857e-06,25,33,267
3317,3317.0,3.723218462821052,0.015081267733906044,0.1783827805591219,0.08692608408196459,2.0675990648522773,9.880936187249358e-06,0.0,0.001,0.001,0.004623821010722614,0.051539710763957414,50.547327305950034,4.8106814323458036e-11,25,33,267
3318,3318.0,3.7240094936278902,0.015080616924482747,0.18028298965899411,0.08782778477025652,1.9699423472023514,-0.0,0.0,0.001,0.001,0.005623821010722614,0.04663505881397937,51.075341635575896,0.0,25,33,267
3319,3319.0,3.724800366244387,0.015079966121567525,0.18218273109445718,0.0887293736830813,1.876281551794968,-0.0,0.0,0.001,0.001,0.006623821010722614,0.04219714620719622,51.047102126162464,0.0,25,33,267
3320,3320.0000000000005,3.7255910807021766,0.0150793153251603,0.18408200495941568,0.08963085081811673,1.7864947708264935,-0.0,0.0,0.001,0.001,0.007623821010722614,0.038181556822605295,50.540400339614706,0.0,25,33,267
3321,3321.0,3.726381637032888,0.015078664535261004,0.18598081134775535,0.09053221617304642,1.7004590974582554,-0.0,0.0,0.001,0.001,0.008623821010722614,0.03454810129195946,49.63057335824928,0.0,25,33,267
3322,3322.0,3.7271720352681434,0.015078013751869575,0.18787915035334318,0.09143346974555991,1.6180513354012487,-0.0,0.0,0.001,0.001,0.009623821010722615,0.031260414771061396,48.38850874811073,0.0,25,33,267
3323,3323.0,3.727962275439559,0.015077362974985943,0.18977702207002745,0.09233461153335261,1.5391486110047305,-0.0,0.0,0.001,0.001,0.010623821010722616,0.02828559298818037,46.879434461674144,0.0,25,33,267
3324,3324.0000000000005,3.7287523575787436,0.015076712204610048,0.19167442659163764,0.09323564153412583,1.4636288985883472,-0.0,0.0,0.001,0.001,0.011623821010722617,0.025593862927041158,45.16228118163298,0.0,25,33,267
3325,3325.0,3.729542281717301,0.015076061440741821,0.1935713640119844,0.09413655974558675,1.3913714686641443,-0.0,0.0,0.001,0.001,0.012623821010722618,0.023158284848470195,43.28945601166057,0.0,25,33,267
3326,3326.0,3.730332047886828,0.01507541068338121,0.19546783442485974,0.09503736616544847,1.3222572677090216,-0.0,0.0,0.001,0.001,0.013623821010722618,0.020954482668431054,41.306905167174655,0.0,25,33,267
3327,3327.0,3.7311216561189156,0.015074759932528136,0.1973638379240368,0.0959380607914299,1.2561692372595383,-0.0,0.0,0.001,0.001,0.01462382101072262,0.018960399993982423,39.25437307872181,0.0,25,33,267
3328,3328.0000000000005,3.731911106445148,0.01507410918818254,0.19925937460327015,0.09683864362125587,1.1929925793000165,-0.0,0.0,0.001,0.001,0.01562382101072262,0.01715607937548408,37.16578835526098,0.0,25,33,267
3329,3329.0,3.7327003988971033,0.01507345845034435,0.20115444455629541,0.09773911465265708,1.1326149741931597,-0.0,0.0,0.001,0.001,0.01662382101072262,0.015523462565732993,35.069724910451164,0.0,25,33,267
3330,3330.0,3.7334895335063525,0.015072807719013507,0.20304904787682962,0.09863947388337006,1.0749267567521883,-0.0,0.0,0.001,0.001,0.017623821010722622,0.01404620978695572,32.98990036723753,0.0,25,33,267
3331,3331.0,3.7342785103044616,0.015072156994189942,0.20494318465857098,0.0995397213111373,1.0198210554678688,-0.0,0.0,0.001,0.001,0.018623821010722623,0.012709536196820432,30.9456844938108,0.0,25,33,267
3332,3332.0,3.7350673293229897,0.015071506275873602,0.20683685499519905,0.10043985693370704,0.9354640389911201,-0.0,0.0,0.001,0.001,0.019623821010722624,0.011500063916765575,28.699531789069763,0.0,25,33,267
3333,3333.0,3.7358559905934894,0.015070855564064409,0.20873005898037458,0.10133988074883345,0.8407868430309942,-0.0,0.0,0.001,0.001,0.020623821010722625,0.010405688141694661,26.437890207279715,0.0,25,33,267
3334,3334.0,3.736644494147507,0.015070204858762303,0.21062279670773967,0.10223979275427651,0.7551163132117334,-0.0,0.0,0.001,0.001,0.021623821010722626,0.009415455991018402,24.324165221600666,0.0,25,33,267
3335,3335.0,3.737432840016583,0.015069554159967214,0.21251506827091762,0.1031395929478021,0.6776400961149571,-0.0,0.0,0.001,0.001,0.022623821010722626,0.008519456888544297,22.353477853508167,0.0,25,33,267
3336,3336.0,3.738221028232251,0.015068903467679081,0.21440687376351308,0.10403928132718196,0.6076148804614742,-0.0,0.0,0.001,0.001,0.023623821010722627,0.007708723374099094,20.520200768020647,0.0,25,33,267
3337,3337.0,3.7390090588260385,0.015068252781897835,0.21629821327911197,0.10493885789019361,0.544361053338006,-0.0,0.0,0.001,0.001,0.024623821010722628,0.006975141354173273,18.818182003505424,0.0,25,33,267
3338,3338.0,3.739796931829467,0.015067602102623416,0.21818908691128147,0.10583832263462045,0.4872576947228445,-0.0,0.0,0.001,0.001,0.02562382101072263,0.006311368893345991,17.240929831079548,0.0,25,33,267
3339,3339.0,3.7405846472740514,0.015066951429855754,0.22007949475357008,0.10673767555825177,0.43573790102213467,-0.0,0.0,0.001,0.001,0.02662382101072263,0.005710762733727657,15.781764082583074,0.0,25,33,267
3340,3340.0,3.7413722051913,0.015066300763594796,0.2219694368995076,0.1076369166588826,0.3892844262020069,-0.0,0.0,0.001,0.001,0.02762382101072263,0.005167311807002112,14.433938727937637,0.0,25,33,267
3341,3341.0,3.742159605612715,0.015065650103840466,0.22385891344260514,0.10853604593431393,0.34742562756268924,-0.0,0.0,0.001,0.001,0.028623821010722632,0.0046755770736345206,13.19073994525416,0.0,25,33,267
3342,3342.0,3.742946848569793,0.015064999450592701,0.22574792447635508,0.10943506338235247,0.30973170214576967,-0.0,0.0,0.001,0.001,0.029623821010722633,0.0042306370871355884,12.04556342156831,0.0,25,33,267
3343,3343.0,3.743733934094023,0.015064348803851433,0.22763647009423116,0.11033396900081083,0.27581119910703056,-0.0,0.0,0.001,0.001,0.030623821010722634,0.0038280387385709377,10.991974154972496,0.0,25,33,267
3344,3344.0,3.744520862216889,0.015063698163616602,0.22952455038968841,0.11123276278750742,0.24530779305001896,-0.0,0.0,0.001,0.001,0.031623821010722634,0.0034637526883501595,10.023751603160564,0.0,25,33,267
3345,3345.0,3.745307632969868,0.015063047529888136,0.077,0.11213144474026646,0.014159410630399497,0.43344010302027014,0.0,0.001,0.001,0.001,10.306507699643255,8.243078543770233,0.09256964349944011,26,33,267
3346,3346.0,3.746094246384431,0.015062396902665977,0.07890802930929697,0.11303001485691806,0.41355524384506503,0.5744132384594347,1.0,0.001,0.001,0.001,9.325713815912945,9.29036757849992,0.16257706926572169,26,33,268
3347,3347.0,3.746880702492042,0.015061746281950063,0.08081558943430314,0.1139284731352981,1.6688499805281376,0.26801873782768176,0.0,0.001,0.001,0.001,8.438254810532944,14.932644845461775,0.035394902852666416,26,33,268
3348,3348.0,3.7476670013241593,0.015061095667740316,0.08272268046922708,0.11482681957324824,2.756208178702084,0.11943785262282683,0.0,0.001,0.001,0.001,7.635248695492145,20.78864394787176,0.007029013582960407,26,33,268
3349,3349.0,3.7484531429122354,0.015060445060036684,0.08462930250825847,0.11572505416861598,3.7570911637124706,0.04940726386600186,0.0,0.001,0.001,0.001,6.9086587156915416,26.97831846744998,0.0012027961151684877,26,33,268
3350,3350.0,3.7492391272877157,0.01505979445883909,0.08653545564556821,0.11662317691925467,4.629441168313265,0.01793310421805497,0.0,0.001,0.001,0.0018415393787908018,6.251212914397963,32.91158558937865,0.00015846062120919836,26,33,268
3351,3351.0,3.7500249544820394,0.01505914386414748,0.08844113997530835,0.11752118782302345,5.368918594725453,0.004984324842650014,0.0,0.001,0.001,0.00282929820434679,5.656331353056899,38.249289364501315,1.2241174444011818e-05,26,33,268
3352,3352.0,3.7508106245266397,0.015058493275961786,0.09034635559161214,0.11841908687778724,5.9839061283440955,0.0006366902471786484,0.0,0.001,0.001,0.0038290984635379697,5.11806025705585,42.81704968313436,1.9974080882009675e-07,26,33,268
3353,3353.0,3.751596137452944,0.015057842694281938,0.092251102588594,0.11931687408141675,6.486427617770167,-0.0,0.0,0.001,0.001,0.00482909846353797,4.631012428346875,46.5446553117191,0.0,26,33,268
3354,3354.0,3.7523814932923716,0.015057192119107875,0.09415538106034953,0.12021454943178854,6.8889105643807245,-0.0,0.0,0.001,0.001,0.00582909846353797,4.190313328557826,49.427174706831025,0.0,26,33,268
3355,3355.0,3.753166692076338,0.015056541550439537,0.09605919110095551,0.12111211292678492,7.20308831767397,-0.0,0.0,0.001,0.001,0.00682909846353797,3.7915522929739307,51.50027770335541,0.0,26,33,268
3356,3356.0,3.75395173383625,0.015055890988276846,0.09796253280446994,0.12200956456429406,7.439680351966124,-0.0,0.0,0.001,0.001,0.00782909846353797,3.430738387122853,52.82416783616308,0.0,26,33,268
3357,3357.0,3.7547366186035096,0.01505524043261975,0.09986540626493198,0.12290690434220981,7.608350584034444,-0.0,0.0,0.001,0.001,0.008829098463537969,3.1042604641610954,53.47279350316178,0.0,26,33,268
3358,3358.0,3.755521346409513,0.015054589883468179,0.10176781157636204,0.12380413225843191,7.717760566767636,-0.0,0.0,0.001,0.001,0.00982909846353797,2.808851023302635,53.526460529772535,0.0,26,33,268
3359,3359.0,3.7563059172856486,0.015053939340822055,0.1036697488327617,0.12470124831086583,7.775650890251873,-0.0,0.0,0.001,0.001,0.01082909846353797,2.5415535075728197,53.06675849483383,0.0,26,33,268
3360,3360.0,3.7570903312632993,0.015053288804681335,0.10557121812811372,0.12559825249742285,7.788926909953115,-0.0,0.0,0.001,0.001,0.011829098463537972,2.299692713592426,52.173126135798455,0.0,26,33,268
3361,3361.0,3.757874588373842,0.015052638275045941,0.10747221955638214,0.12649514481602,7.763740600710652,-0.0,0.0,0.001,0.001,0.012829098463537972,2.0808480172430803,50.9206046165184,0.0,26,33,268
3362,3362.0,3.758658688648646,0.015051987751915812,0.10937275321151217,0.1273919252645801,7.70556604730832,-0.0,0.0,0.001,0.001,0.013829098463537973,1.8828291472474747,49.378458365286214,0.0,26,33,268
3363,3363.0,3.7594426321190766,0.015051337235290878,0.11127281918743023,0.12828859384103172,7.61926813312955,-0.0,0.0,0.001,0.001,0.014829098463537974,1.7036542641982528,47.60942744015624,0.0,26,33,268
3364,3364.0,3.7602264188164907,0.015050686725171089,0.11317241757804401,0.12918515054330926,7.509164697054997,-0.0,0.0,0.001,0.001,0.015829098463537975,1.5415301256430993,45.66943410413508,0.0,26,33,268
3365,3365.0,3.7610100487722398,0.015050036221556356,0.1150715484772424,0.13008159536935282,7.379082648060907,-0.0,0.0,0.001,0.001,0.016829098463537976,1.394834138711551,43.60760949182064,0.0,26,33,268
3366,3366.0,3.7617935220176695,0.015049385724446628,0.1169702119788955,0.1309779283171083,7.23240857020917,-0.0,0.0,0.001,0.001,0.017829098463537977,1.262098120660171,41.46653900453339,0.0,26,33,268
3367,3367.0,3.7625768385841183,0.015048735233841844,0.11886840817685466,0.13187414938452732,7.072134332760326,-0.0,0.0,0.001,0.001,0.018829098463537978,1.1419936048061865,39.28265026777607,0.0,26,33,268
3368,3368.0,3.7633599985029194,0.015048084749741926,0.12076613716495248,0.13277025856956737,6.900898182907213,-0.0,0.0,0.001,0.001,0.01982909846353798,1.0333185447864075,37.086686964685796,0.0,26,33,268
3369,3369.0,3.7641430018053987,0.015047434272146823,0.12266339903700278,0.13366625587019154,6.721021757231771,-0.0,0.0,0.001,0.001,0.02082909846353798,0.9349852840732078,34.90422691503803,0.0,26,33,268
3370,3370.0,3.7649258485228767,0.015046783801056464,0.12456019388680067,0.13456214128436877,6.534543407710521,-0.0,0.0,0.001,0.001,0.02182909846353798,0.8460096703424196,32.756214366693804,0.0,26,33,268
3371,3371.0,3.765708538686667,0.01504613333647078,0.12645652180812245,0.13545791481007372,6.343248200625345,-0.0,0.0,0.001,0.001,0.02282909846353798,0.7655012057460882,30.659485350702006,0.0,26,33,268
3372,3372.0,3.766491072328077,0.01504548287838971,0.1283523828947257,0.13635357644528684,6.148694912468086,-0.0,0.0,0.001,0.001,0.023829098463537982,0.6926541345107041,28.62727170793826,0.0,26,33,268
3373,3373.0,3.7672734494784086,0.015044832426813195,0.13024777724034925,0.13724912618799429,5.952240315797935,-0.0,0.0,0.001,0.001,0.024829098463537983,0.6267393786625979,26.6696744870262,0.0,26,33,268
3374,3374.0,3.7680556701689567,0.015044181981741156,0.1321427049387132,0.1381445640361879,5.75506101980936,-0.0,0.0,0.001,0.001,0.025829098463537984,0.5670972411705265,24.43646320317948,0.0,26,33,268
3375,3375.0,3.7688377344310102,0.01504353154317354,0.1340371660835189,0.13903988998786537,5.5581731048489225,-0.0,0.0,0.001,0.001,0.026829098463537985,0.5131308034760552,22.36572804009775,0.0,26,33,268
3376,3376.0,3.7696196422958512,0.01504288111111027,0.13593116076844902,0.13993510404103007,5.362449767037662,-0.0,0.0,0.001,0.001,0.027829098463537986,0.4642999513319911,20.45291700993321,0.0,26,33,268
3377,3377.0,3.7704013937947565,0.015042230685551293,0.13782468908716744,0.14083020619369108,5.168637168283634,-0.0,0.0,0.001,0.001,0.028829098463537987,0.4201159691574605,18.688673557949674,0.0,26,33,268
3378,3378.0,3.771182988958996,0.01504158026649654,0.1397177511333193,0.14172519644386322,4.977368668097071,-0.0,0.0,0.001,0.001,0.029829098463537988,0.3801366488081114,17.06372958767537,0.0,26,33,268
3379,3379.0,3.7719644278198334,0.015040929853945943,0.1416103470005311,0.1426200747895671,4.78917759655832,-0.0,0.0,0.001,0.001,0.03082909846353799,0.3439618638083739,15.569008143288011,0.0,26,33,268
3380,3380.0,3.7727457104085267,0.01504027944789944,0.14350247678241054,0.14351484122882893,4.604508712363225,-0.0,0.0,0.001,0.001,0.031829098463537986,0.31122956475120533,14.1957014002272,0.0,26,33,268
3381,3381.0,3.773526836756327,0.015039629048356961,0.14539414057254668,0.14440949575968082,4.423728475925846,-0.0,0.0,0.001,0.001,0.03282909846353799,0.2816121557859363,12.935328199401349,0.0,26,33,268
3382,3382.0,3.7743078068944786,0.015038978655318447,0.1472853384645098,0.1453040383801604,4.247134254912718,-0.0,0.0,0.001,0.001,0.03382909846353799,0.2548132159288869,11.779774749938943,0.0,26,33,268
3383,3383.0,3.775088620854221,0.015038328268783827,0.14917607055185153,0.1461984690883111,4.074962568188316,-0.0,0.0,0.001,0.001,0.03482909846353799,0.23056453238253344,10.72132158738372,0.0,26,33,268
3384,3384.0,3.775869278666787,0.01503767788875305,0.15106633692810476,0.14709278788218214,3.907396463852114,0.0004194900276694778,0.0,0.001,0.001,0.035829011756631585,0.20862341617168,9.752659403358265,8.670690640397795e-08,26,33,268
3385,3385.0000000000005,3.7766497803634027,0.015037027515226037,0.15295613768678368,0.14798699475982832,3.744572117738896,0.2311978298472417,0.0,0.001,0.001,0.010491307552732292,0.1887702732306244,8.866895953186827,0.026337704203899293,26,33,268
3386,3386.0,3.777430125975288,0.015036377148202728,0.15484547292138384,0.14888108971931027,3.5865847303410803,1.0205459694929206,1.0,0.001,0.001,0.001,0.17080640663194074,8.057555893730678,0.5131868898157285,26,33,269
3387,3387.0,3.7782103155336566,0.015035726787683053,0.15673434272538203,0.1497750727586942,3.433493792508838,1.6976092416571054,1.0,0.001,0.001,0.001,0.15455202796084544,7.318575098788313,1.419991912973555,26,33,270
3388,3388.0,3.7789903490697165,0.015035076433666953,0.1586227471922364,0.15066894387605206,3.2853277834134267,2.3992816014470164,1.0,0.001,0.001,0.001,0.13984445793231287,6.644290738157936,2.836435137696141,26,33,271
3389,3389.0000000000005,3.779770226614669,0.015034426086154356,0.16051068641538638,0.1515627030694616,3.14208835805105,3.0848917627165453,1.0,0.001,0.001,0.001,0.1265364982421123,6.0294281835429935,4.6891083837917895,26,33,272
3390,3390.0,3.7805499481997087,0.015033775745145203,0.16239816048825273,0.15245635033700614,3.0037540759554244,3.7287368645939214,1.0,0.001,0.001,0.001,0.11449495835670467,5.469085615034819,6.850683162687265,26,33,273
3391,3391.0,3.781329513856025,0.015033125410639425,0.16428516950423758,0.15334988567677468,2.8702837177195577,4.3155582611541,0.0,0.001,0.001,0.001,0.10359932249761537,4.9587170415268655,9.176654429061015,26,33,273
3392,3392.0,3.7821089236148,0.015032475082636968,0.16617171355672436,0.15424330908686207,2.741619231349213,4.837316123163543,0.0,0.001,0.001,0.001,0.093740543479017,4.49411431315896,11.529735625069677,26,33,273
3393,3393.0000000000005,3.7828881775072105,0.015031824761137756,0.16805779273907778,0.15513662056536864,2.6176883463351253,5.290894786818566,0.0,0.001,0.001,0.001,0.08481995132684136,4.071388590259073,13.793315182013263,26,33,273
3394,3394.0,3.7836672755644267,0.015031174446141727,0.16994340714464393,0.15602982011040056,2.4984068895958402,5.676474865996621,0.0,0.001,0.001,0.001,0.07674826575651489,3.6869516381610596,15.876978177800403,26,33,273
3395,3395.0,3.7844462178176124,0.015030524137648812,0.1718285568667503,0.1569229077200696,2.3836808340696227,5.996382780555738,0.0,0.001,0.001,0.001,0.06944470262586258,3.3374972380294516,17.716955978593454,26,33,273
3396,3396.0,3.785225004297925,0.015029873835658951,0.1737132419987056,0.15781588339249322,2.273408107687492,6.254281880373168,0.0,0.001,0.001,0.001,0.0628361654202605,3.019982938064569,19.27370961068742,26,33,273
3397,3397.0000000000005,3.7860036350365167,0.015029223540172073,0.17559746263379997,0.15870874712579458,2.167480187708701,6.454607738190084,0.0,0.001,0.001,0.001,0.05685651367814898,2.7316123151528426,20.52816444123785,26,33,273
3398,3398.0,3.786782110064532,0.015028573251188119,0.17748121886530482,0.15960149891810255,2.065783502916425,6.602177726601399,0.0,0.001,0.001,0.001,0.05144590103506254,2.4698178724065563,21.477554589674867,26,33,273
3399,3399.0,3.78756042941311,0.015027922968707027,0.17936451078647306,0.1604941387675515,1.9682006639294394,6.701924755525953,0.0,0.001,0.001,0.001,0.04655017626109949,2.232244661587857,22.131431436389757,26,33,273
3400,3400.0,3.7883385931133837,0.01502727269272872,0.18124733849053876,0.16138666667228171,1.8746115398617973,6.758719226830239,0.0,0.001,0.001,0.001,0.0421203412972121,2.0167346898332177,22.508119890034507,26,33,273
3401,3401.0000000000005,3.7891166011964796,0.015026622423253153,0.18312970207071755,0.16227908263043891,1.7848941977360957,6.777253440115647,0.0,0.001,0.001,0.001,0.038112060866162784,1.8213121462746475,22.631735704469136,26,33,273
3402,3402.0,3.789894453693518,0.015025972160280232,0.1850116016202063,0.1631713866401746,1.698925719407717,6.761969989175606,0.0,0.001,0.001,0.001,0.03448521875016807,1.6441694651443168,22.529776698728654,26,33,273
3403,3403.0,3.790672150635613,0.015025321903809922,0.18689303723218326,0.16406357869964594,1.6165829092703277,6.717020933408202,0.0,0.001,0.001,0.001,0.03120351629430734,1.4836542269436364,22.23124643593393,26,33,273
