hold_steps,requested_feedback_current,delivered_feedback_current,supply_voltage,supply_current,supply_energy,stored_capacitor_energy,clamp_dissipation,rail_internal_dissipation,channel_dissipation,feedback_energy,input_energy,leak_dissipation,clamp_dissipation_legacy,delta_stored,closure_residual,rail_v_actual
1204,0.6983347214509388,0.6983347214509388,1.0,0.6983347214509388,0.8407950046269445,0.0005,1.1309696934831455,0.0,0.0014001578853631137,0.8393948467415768,0.0,0.002003325935176976,5.843593684585529,0.0005,-0.29407817267674563,1.0
12000,0.6983347214509388,0.6983347214509388,1.0,0.6983347214509388,8.380016657412822,0.0005,11.272123190863297,0.0,0.013955061980361635,8.366061595432207,0.0,0.01996670367285618,58.2417975207706,0.0005,-2.9265282991039463,1.0
120000,0.6983347214509388,0.6983347214509388,1.0,0.6983347214509388,83.80016657396735,0.0005,112.72123190869966,0.0,0.13955061980347705,83.66061595431479,0.0,0.1996670367284767,582.4179752075876,0.0005,-29.260782991113345,1.0
