path,owner_class,value,category
s1.ady.input_neuron.config.cri_r_leak,NeuronConfig,50.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.cri_q_spike,NeuronConfig,0.2,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.cri_v_clamp,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.dn_sigma,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.dn_pool_capacitance,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.dn_pool_r_leak,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.d2_conductance,NeuronConfig,0.5,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.d2_ec50,NeuronConfig,0.3,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.d2_da_capacitance,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.d2_da_r_leak,NeuronConfig,100.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.da_concentration_input,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.maturation_stage,NeuronConfig,0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.potential_phi,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.potential_phi_epsilon,NeuronConfig,0.001,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.theta_m,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.config.theta_m_tau,NeuronConfig,100.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._membrane.capacitance,Capacitor,0.001,STATIC_PARAMETER
s1.ady.input_neuron._membrane.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._membrane._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.ady.input_neuron._membrane._q_out,Capacitor,0.0,AUDIT_COUNTER
s1.ady.input_neuron._power.vdd,PowerRail,2.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._power.r_internal,PowerRail,0.01,DYNAMIC_CAUSAL
s1.ady.input_neuron._power._last_current,PowerRail,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._channels['default'].v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.ady.input_neuron._channels['default'].gm,MOSFET,1.0,STATIC_PARAMETER
s1.ady.input_neuron._channels['default'].n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.ady.input_neuron._channels['default'].v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.ady.input_neuron._channels['default'].m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._channels['default'].tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._channel_configs['default'].v_threshold,ChannelConfig,0.3,STATIC_PARAMETER
s1.ady.input_neuron._channel_configs['default'].gm,ChannelConfig,1.0,STATIC_PARAMETER
s1.ady.input_neuron._channel_configs['default'].tau_gate,ChannelConfig,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._channel_configs['default'].reversal,ChannelConfig,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._channel_configs['default'].sign,ChannelConfig,1.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.activation,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.release_rate,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.energy,RelationInputNeuron,1.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.heat_output,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.spike_times,RelationInputNeuron,[0],HISTORICAL_LOG
s1.ady.input_neuron._spike_heat,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._vr_energy_delivered,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._cumulative_heat_out,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._cumulative_energy_in,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._w_adapt,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.pre_trace,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron.post_trace,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._prev_activation,RelationInputNeuron,0.0,AUDIT_COUNTER
s1.ady.input_neuron._current_time,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._activation_ema,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._fatigue_v_th_base,RelationInputNeuron,0.0,DYNAMIC_CAUSAL
s1.ady.input_neuron._mitosis_counter,RelationInputNeuron,0,DYNAMIC_CAUSAL
s1.ady.input_neuron._split_count,RelationInputNeuron,0,DYNAMIC_CAUSAL
s1.ady.input_neuron._apoptosis_counter,RelationInputNeuron,0,DYNAMIC_CAUSAL
s1.ady.collector.config.region,NeuronConfig,0,DYNAMIC_CAUSAL
s1.ady.collector.config.capacitance,NeuronConfig,7.920427e-07,STATIC_PARAMETER
s1.ady.collector.config.r_leak,NeuronConfig,1.5,STATIC_PARAMETER
s1.ady.collector.config.v_rest,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.inertia,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.vdd,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.r_supply,NeuronConfig,0.1,DYNAMIC_CAUSAL
s1.ady.collector.config.channels,NeuronConfig,[0],DYNAMIC_CAUSAL
s1.ady.collector.config.leak_conductance,NeuronConfig,0.01,DYNAMIC_CAUSAL
s1.ady.collector.config.leak_reversal,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.ca_capacitance,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.ca_r_leak,NeuronConfig,50.0,DYNAMIC_CAUSAL
s1.ady.collector.config.ca_release_threshold,NeuronConfig,0.3,DYNAMIC_CAUSAL
s1.ady.collector.config.ca_release_gm,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.v_peak,NeuronConfig,0.23,DYNAMIC_CAUSAL
s1.ady.collector.config.v_reset,NeuronConfig,-0.3,DYNAMIC_CAUSAL
s1.ady.collector.config.b_adapt,NeuronConfig,0.01,DYNAMIC_CAUSAL
s1.ady.collector.config.tau_w,NeuronConfig,0.1,DYNAMIC_CAUSAL
s1.ady.collector.config.trace_tau_pre,NeuronConfig,20.0,DYNAMIC_CAUSAL
s1.ady.collector.config.trace_tau_post,NeuronConfig,20.0,DYNAMIC_CAUSAL
s1.ady.collector.config.energy,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.metabolic_recovery,NeuronConfig,0.001,DYNAMIC_CAUSAL
s1.ady.collector.config.basal_metabolic_cost,NeuronConfig,0.0002,DYNAMIC_CAUSAL
s1.ady.collector.config.vr_base_rate,NeuronConfig,0.001,DYNAMIC_CAUSAL
s1.ady.collector.config.vr_activity_coeff,NeuronConfig,0.5,DYNAMIC_CAUSAL
s1.ady.collector.config.vr_max_rate,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.collector.config.dc_capacitance,NeuronConfig,40.0,DYNAMIC_CAUSAL
s1.ady.collector.config.dc_resistance,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.collector.config.bc_current,NeuronConfig,0.025,DYNAMIC_CAUSAL
s1.ady.collector.config.agc_base_gain,NeuronConfig,20.0,DYNAMIC_CAUSAL
s1.ady.collector.config.agc_target_activity,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.agc_tau,NeuronConfig,0.1,DYNAMIC_CAUSAL
s1.ady.collector.config.fatigue_capacitance,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.fatigue_r_leak,NeuronConfig,3.0,DYNAMIC_CAUSAL
s1.ady.collector.config.fatigue_q_spike,NeuronConfig,0.05,DYNAMIC_CAUSAL
s1.ady.collector.config.fatigue_k,NeuronConfig,0.5,DYNAMIC_CAUSAL
s1.ady.collector.config.mitosis_v_fat_threshold,NeuronConfig,0.8,DYNAMIC_CAUSAL
s1.ady.collector.config.mitosis_confirm_steps,NeuronConfig,50000,DYNAMIC_CAUSAL
s1.ady.collector.config.mitosis_max_splits,NeuronConfig,4,DYNAMIC_CAUSAL
s1.ady.collector.config.apoptosis_energy_threshold,NeuronConfig,0.05,DYNAMIC_CAUSAL
s1.ady.collector.config.apoptosis_confirm_steps,NeuronConfig,30000,DYNAMIC_CAUSAL
s1.ady.collector.config.cri_capacitance,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.cri_r_leak,NeuronConfig,50.0,DYNAMIC_CAUSAL
s1.ady.collector.config.cri_q_spike,NeuronConfig,0.2,DYNAMIC_CAUSAL
s1.ady.collector.config.cri_v_clamp,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.dn_sigma,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.dn_pool_capacitance,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.collector.config.dn_pool_r_leak,NeuronConfig,5.0,DYNAMIC_CAUSAL
s1.ady.collector.config.d2_conductance,NeuronConfig,0.5,DYNAMIC_CAUSAL
s1.ady.collector.config.d2_ec50,NeuronConfig,0.3,DYNAMIC_CAUSAL
s1.ady.collector.config.d2_da_capacitance,NeuronConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.config.d2_da_r_leak,NeuronConfig,100.0,DYNAMIC_CAUSAL
s1.ady.collector.config.da_concentration_input,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.maturation_stage,NeuronConfig,0,DYNAMIC_CAUSAL
s1.ady.collector.config.potential_phi,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.potential_phi_epsilon,NeuronConfig,0.001,DYNAMIC_CAUSAL
s1.ady.collector.config.theta_m,NeuronConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector.config.theta_m_tau,NeuronConfig,100.0,DYNAMIC_CAUSAL
s1.ady.collector._membrane.capacitance,Capacitor,7.920427e-07,STATIC_PARAMETER
s1.ady.collector._membrane.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.ady.collector._membrane._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.ady.collector._membrane._q_out,Capacitor,0.0,AUDIT_COUNTER
s1.ady.collector._power.vdd,PowerRail,1.0,DYNAMIC_CAUSAL
s1.ady.collector._power.r_internal,PowerRail,0.1,DYNAMIC_CAUSAL
s1.ady.collector._power._last_current,PowerRail,0.0,DYNAMIC_CAUSAL
s1.ady.collector._channels['default'].v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.ady.collector._channels['default'].gm,MOSFET,1.0,STATIC_PARAMETER
s1.ady.collector._channels['default'].n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.ady.collector._channels['default'].v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.ady.collector._channels['default'].m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.ady.collector._channels['default'].tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.ady.collector._channel_configs['default'].v_threshold,ChannelConfig,0.3,STATIC_PARAMETER
s1.ady.collector._channel_configs['default'].gm,ChannelConfig,1.0,STATIC_PARAMETER
s1.ady.collector._channel_configs['default'].tau_gate,ChannelConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector._channel_configs['default'].reversal,ChannelConfig,0.0,DYNAMIC_CAUSAL
s1.ady.collector._channel_configs['default'].sign,ChannelConfig,1.0,DYNAMIC_CAUSAL
s1.ady.collector.activation,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector.release_rate,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector.energy,Neuron,1.0,DYNAMIC_CAUSAL
s1.ady.collector.heat_output,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector.spike_times,Neuron,[0],HISTORICAL_LOG
s1.ady.collector._spike_heat,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._vr_energy_delivered,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._cumulative_heat_out,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._cumulative_energy_in,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._w_adapt,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector.pre_trace,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector.post_trace,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._prev_activation,Neuron,0.0,AUDIT_COUNTER
s1.ady.collector._current_time,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._activation_ema,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._fatigue_v_th_base,Neuron,0.0,DYNAMIC_CAUSAL
s1.ady.collector._mitosis_counter,Neuron,0,DYNAMIC_CAUSAL
s1.ady.collector._split_count,Neuron,0,DYNAMIC_CAUSAL
s1.ady.collector._apoptosis_counter,Neuron,0,DYNAMIC_CAUSAL
s1.ady.bundle.config.bundle_inertia,BundleConfig,1.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.initial_weight,BundleConfig,0.3,STATIC_PARAMETER
s1.ady.bundle.config.stdp_lr,BundleConfig,0.01,DYNAMIC_CAUSAL
s1.ady.bundle.config.weight_min,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.weight_max,BundleConfig,0.3,STATIC_PARAMETER
s1.ady.bundle.config.physical_seed,BundleConfig,91000,STATIC_PARAMETER
s1.ady.bundle.config.synapse_gain,BundleConfig,1.0,STATIC_PARAMETER
s1.ady.bundle.config.delay_steps,BundleConfig,0,DYNAMIC_CAUSAL
s1.ady.bundle.config.xin_tension,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.fruit_tension_at_birth,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.fruit_threshold,BundleConfig,0.5,DYNAMIC_CAUSAL
s1.ady.bundle.config.remodel_cost_kappa,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_capacitance,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_r_leak,BundleConfig,2.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_v_clamp,BundleConfig,2.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_adapt_vth,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_adapt_gm,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_blayer_c_slow,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_blayer_r_slow,BundleConfig,10.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_blayer_gm,BundleConfig,0.01,DYNAMIC_CAUSAL
s1.ady.bundle.config.coupler_blayer_k,BundleConfig,2.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.silent_snapshot,BundleConfig,{0},DYNAMIC_CAUSAL
s1.ady.bundle.config.silence_threshold,BundleConfig,0.005,DYNAMIC_CAUSAL
s1.ady.bundle.config.reactivation_threshold,BundleConfig,0.8,DYNAMIC_CAUSAL
s1.ady.bundle.config._sw_xin_prev,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config._sw_dxi_sign,BundleConfig,1,DYNAMIC_CAUSAL
s1.ady.bundle.config._sw_zero_crossings,BundleConfig,0,DYNAMIC_CAUSAL
s1.ady.bundle.config._sw_step_count,BundleConfig,0,DYNAMIC_CAUSAL
s1.ady.bundle.config.standing_wave_score,BundleConfig,0.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.eligibility_tau,BundleConfig,300.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.eligibility_gain,BundleConfig,1.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.eligibility_ltd_rate,BundleConfig,0.01,DYNAMIC_CAUSAL
s1.ady.bundle.config.da_ema_tau,BundleConfig,5000.0,DYNAMIC_CAUSAL
s1.ady.bundle.config.lambda_metabolic,BundleConfig,1e-06,DYNAMIC_CAUSAL
s1.ady.bundle._memristors[0][0].w,Memristor,0.3,DYNAMIC_CAUSAL
s1.ady.bundle._memristors[0][0].r_min,Memristor,0.1,DYNAMIC_CAUSAL
s1.ady.bundle._memristors[0][0].r_max,Memristor,10.0,DYNAMIC_CAUSAL
s1.ady.bundle._memristors[0][0]._cum_ltp,Memristor,0.0,AUDIT_COUNTER
s1.ady.bundle._memristors[0][0]._cum_ltd,Memristor,0.0,AUDIT_COUNTER
s1.ady.bundle._memristors[0][0]._cum_clamp,Memristor,0.0,AUDIT_COUNTER
s1.ady.bundle._memristors[0][0]._w_initial,Memristor,0.3,AUDIT_COUNTER
s1.ady.bundle.transport_cost,SynapticBundle,0.0,DYNAMIC_CAUSAL
s1.ady.bundle._couplers,SynapticBundle,[0],DYNAMIC_CAUSAL
s1.ady.bundle._delay_buffer,SynapticBundle,[0],DYNAMIC_CAUSAL
s1.ady.bundle._prev_source_acts[0],SynapticBundle,0.0,DYNAMIC_CAUSAL
s1.ady.bundle._xin_consumed,SynapticBundle,0.0,DYNAMIC_CAUSAL
s1.pair.x,_PairStack,24,DYNAMIC_CAUSAL
s1.pair.y,_PairStack,21,DYNAMIC_CAUSAL
s1.pair.gate2_x.capacitance,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_x.r_leak,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_x.v_clamp,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_x.theta_gate,PhysicalEntryGate,0.3,STATIC_PARAMETER
s1.pair.gate2_x.q_spike,PhysicalEntryGate,1.0,DYNAMIC_CAUSAL
s1.pair.gate2_x.gm_clamp,PhysicalEntryGate,10.0,STATIC_PARAMETER
s1.pair.gate2_x._gate_cap.capacitance,Capacitor,1.0,STATIC_PARAMETER
s1.pair.gate2_x._gate_cap.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_x._gate_cap._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.pair.gate2_x._gate_cap._q_out,Capacitor,0.0,AUDIT_COUNTER
s1.pair.gate2_x._gate_fet.v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.pair.gate2_x._gate_fet.gm,MOSFET,1.0,STATIC_PARAMETER
s1.pair.gate2_x._gate_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.gate2_x._gate_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.gate2_x._gate_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_x._gate_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_x._clamp_fet.v_threshold,MOSFET,1.0,STATIC_PARAMETER
s1.pair.gate2_x._clamp_fet.gm,MOSFET,10.0,STATIC_PARAMETER
s1.pair.gate2_x._clamp_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.gate2_x._clamp_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.gate2_x._clamp_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_x._clamp_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.kernel2_x.capacitance,PhysicalHistoryKernel,1.0,STATIC_PARAMETER
s1.pair.kernel2_x.r_leak,PhysicalHistoryKernel,0.6,STATIC_PARAMETER
s1.pair.kernel2_x.q_pulse,PhysicalHistoryKernel,1.0,STATIC_PARAMETER
s1.pair.kernel2_x._hist_cap.capacitance,Capacitor,1.0,STATIC_PARAMETER
s1.pair.kernel2_x._hist_cap.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.pair.kernel2_x._hist_cap._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.pair.kernel2_x._hist_cap._q_out,Capacitor,0.0,AUDIT_COUNTER
s1.pair.gate2_y.capacitance,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_y.r_leak,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_y.v_clamp,PhysicalEntryGate,1.0,STATIC_PARAMETER
s1.pair.gate2_y.theta_gate,PhysicalEntryGate,0.3,STATIC_PARAMETER
s1.pair.gate2_y.q_spike,PhysicalEntryGate,1.0,DYNAMIC_CAUSAL
s1.pair.gate2_y.gm_clamp,PhysicalEntryGate,10.0,STATIC_PARAMETER
s1.pair.gate2_y._gate_cap.capacitance,Capacitor,1.0,STATIC_PARAMETER
s1.pair.gate2_y._gate_cap.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_y._gate_cap._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.pair.gate2_y._gate_cap._q_out,Capacitor,0.0,AUDIT_COUNTER
s1.pair.gate2_y._gate_fet.v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.pair.gate2_y._gate_fet.gm,MOSFET,1.0,STATIC_PARAMETER
s1.pair.gate2_y._gate_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.gate2_y._gate_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.gate2_y._gate_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_y._gate_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_y._clamp_fet.v_threshold,MOSFET,1.0,STATIC_PARAMETER
s1.pair.gate2_y._clamp_fet.gm,MOSFET,10.0,STATIC_PARAMETER
s1.pair.gate2_y._clamp_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.gate2_y._clamp_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.gate2_y._clamp_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.gate2_y._clamp_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.comp2.theta_h,PhysicalThetaComparator,0.3,STATIC_PARAMETER
s1.pair.comp2.theta_g,PhysicalThetaComparator,0.3,DYNAMIC_CAUSAL
s1.pair.comp2.gm,PhysicalThetaComparator,1.0,STATIC_PARAMETER
s1.pair.comp2._unblock_fet.v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.pair.comp2._unblock_fet.gm,MOSFET,1.0,STATIC_PARAMETER
s1.pair.comp2._unblock_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.comp2._unblock_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.comp2._unblock_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.comp2._unblock_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.comp2._entry_fet.v_threshold,MOSFET,0.3,STATIC_PARAMETER
s1.pair.comp2._entry_fet.gm,MOSFET,1.0,STATIC_PARAMETER
s1.pair.comp2._entry_fet.n_slope,MOSFET,1.5,DYNAMIC_CAUSAL
s1.pair.comp2._entry_fet.v_thermal,MOSFET,0.026,DYNAMIC_CAUSAL
s1.pair.comp2._entry_fet.m_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.comp2._entry_fet.tau_gate,MOSFET,0.0,DYNAMIC_CAUSAL
s1.pair.fire_steps,_PairStack,[0],HISTORICAL_LOG
s1.pair.downstream.capacitance,Capacitor,1.0,STATIC_PARAMETER
s1.pair.downstream.charge,Capacitor,0.0,DYNAMIC_CAUSAL
s1.pair.downstream._q_in,Capacitor,0.0,AUDIT_COUNTER
s1.pair.downstream._q_out,Capacitor,0.0,AUDIT_COUNTER
s2.adx.generator_address.parent_addresses[0].parent_addresses[0].version,StructuralAddress,0,DYNAMIC_CAUSAL
s2.adx.generator_address.parent_addresses[0].generation_depth,GeneratedAddress,1,DYNAMIC_CAUSAL
s2.adx.generator_address.parent_addresses[0].version,GeneratedAddress,0,DYNAMIC_CAUSAL
s2.adx.generator_address.parent_addresses[1].parent_addresses[0].version,StructuralAddress,0,DYNAMIC_CAUSAL
s2.adx.generator_address.parent_addresses[1].generation_depth,GeneratedAddress,1,DYNAMIC_CAUSAL
s2.adx.generator_address.parent_addresses[1].version,GeneratedAddress,0,DYNAMIC_CAUSAL
s2.adx.generator_address.generation_depth,GeneratedAddress,2,DYNAMIC_CAUSAL
s2.adx.generator_address.version,GeneratedAddress,0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.region,NeuronConfig,0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.capacitance,NeuronConfig,0.001,STATIC_PARAMETER
s2.adx.input_neuron.config.r_leak,NeuronConfig,1.0,STATIC_PARAMETER
s2.adx.input_neuron.config.v_rest,NeuronConfig,0.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.inertia,NeuronConfig,0.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.vdd,NeuronConfig,2.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.r_supply,NeuronConfig,0.01,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.channels,NeuronConfig,[0],DYNAMIC_CAUSAL
s2.adx.input_neuron.config.leak_conductance,NeuronConfig,0.01,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.leak_reversal,NeuronConfig,0.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.ca_capacitance,NeuronConfig,0.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.ca_r_leak,NeuronConfig,50.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.ca_release_threshold,NeuronConfig,0.3,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.ca_release_gm,NeuronConfig,1.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.v_peak,NeuronConfig,1.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.v_reset,NeuronConfig,-0.3,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.b_adapt,NeuronConfig,0.01,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.tau_w,NeuronConfig,0.1,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.trace_tau_pre,NeuronConfig,20.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.trace_tau_post,NeuronConfig,20.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.energy,NeuronConfig,1.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.metabolic_recovery,NeuronConfig,0.001,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.basal_metabolic_cost,NeuronConfig,0.0002,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.vr_base_rate,NeuronConfig,0.001,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.vr_activity_coeff,NeuronConfig,0.5,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.vr_max_rate,NeuronConfig,5.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.dc_capacitance,NeuronConfig,40.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.dc_resistance,NeuronConfig,5.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.bc_current,NeuronConfig,0.025,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.agc_base_gain,NeuronConfig,20.0,DYNAMIC_CAUSAL
s2.adx.input_neuron.config.agc_target_activity,NeuronConfig,1.0,DYNAMIC_CAUSAL
