t0,visible_l1_A,visible_l1_B,visible_col_A,visible_col_B,visible_col_absdiff,hidden_ens_l2
4917,0.0,0.0,9.612001138498334e-05,0.0001062342923651807,1.0114280980197366e-05,1.3733249308302469
